chap;code_icd;diagnostic;hosp_class;hosp_de_jour
I - Certaines maladies infectieuses et parasitaires (A00-B99);A39;infection à méningocoques;131;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A40;sepsis à streptocoques;1770;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A41;autres sepsis;13697;14
I - Certaines maladies infectieuses et parasitaires (A00-B99);A42;actinomycose;24;16
I - Certaines maladies infectieuses et parasitaires (A00-B99);A43;nocardiose;14;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A44;bartonellose;26;5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A46;érysipèle;7035;12
I - Certaines maladies infectieuses et parasitaires (A00-B99);A48;autres maladies bactériennes, non classées ailleurs;254;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A49;infection bactérienne de site non spécifié;295;6
I - Certaines maladies infectieuses et parasitaires (A00-B99);A50;syphilis congénitale;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A51;syphilis précoce;19;7
I - Certaines maladies infectieuses et parasitaires (A00-B99);A52;syphilis tardive;67;14
I - Certaines maladies infectieuses et parasitaires (A00-B99);A53;autres syphilis non spécifiée;6;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A54;infection gonococcique;23;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A55;lymphogranulomatose vénérienne à Chlamydia;5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A56;autres maladies à Chlamydia sexuellement transmissibles;62;11
I - Certaines maladies infectieuses et parasitaires (A00-B99);A57;chancre mou;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A58;granulome inguinal;< 5;22
I - Certaines maladies infectieuses et parasitaires (A00-B99);A59;trichomonose;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A60;infection anogénitale par le virus de l'herpès [herpes simplex];105;5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A63;autres maladies dont le mode de transmission est essentiellement sexuel, non classées ailleurs;190;2403
I - Certaines maladies infectieuses et parasitaires (A00-B99);A64;maladie sexuellement transmissible, non spécifiée;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A65;syphilis non vénérienne;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A66;pian;0;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A67;pinta [caraté];0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A68;fièvres récurrentes;6;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A69;autres infections à spirochètes;281;50
I - Certaines maladies infectieuses et parasitaires (A00-B99);A70;infection à Chlamydia psittaci;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A71;trachome;0;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A74;autres maladies à Chlamydia;21;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A75;typhus;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A77;fièvre pourprée [rickettsioses transmises par les tiques];< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A78;fièvre Q;5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A79;autres rickettsioses;10;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A80;poliomyélite aiguë;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A81;infection virale atypique du système nerveux central;61;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A82;rage;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A83;encéphalite virale transmise par des moustiques;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A84;encéphalite virale transmise par des tiques;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A85;autres encéphalites virales, non classées ailleurs;33;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A86;encéphalite virale, non spécifiée;96;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A87;méningite virale;1161;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A88;autres infections virales du système nerveux central, non classées ailleurs;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A89;infection virale du système nerveux central, non spécifiée;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A90;dengue [dengue classique];26;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A91;fièvre hémorragique due au virus de la dengue;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A92;autres fièvres transmises par des moustiques;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A93;autres fièvres virales transmises par des arthropodes, non classées ailleurs;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A94;fièvre virale transmise par des arthropodes, non spécifiée;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A95;fièvre jaune;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A96;fièvre hémorragique à arénavirus;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A98;autres fièvres hémorragiques virales, non classées ailleurs;33;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A99;fièvre hémorragique virale, non spécifiée;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);AAA;spécialité psychiatrique;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B00;infections par le virus de l'herpès [herpes simplex];585;12
I - Certaines maladies infectieuses et parasitaires (A00-B99);B01;varicelle [chickenpox];711;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B02;zona [herpes zoster];1032;39
I - Certaines maladies infectieuses et parasitaires (A00-B99);B03;variole;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B04;orthopoxvirus simien;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B05;rougeole;44;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B06;rubéole;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B07;verrues d'origine virale;9;808
I - Certaines maladies infectieuses et parasitaires (A00-B99);B08;autres infections virales caractérisées par des lésions cutanéomuqueuses, non classées ailleurs;573;280
I - Certaines maladies infectieuses et parasitaires (A00-B99);B09;infection virale caractérisée par des lésions cutanéomuqueuses, non spécifiée;57;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B10;autres virus de l'herpès humain;24;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B15;hépatite aiguë A;127;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B16;hépatite aiguë B;32;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B17;autres hépatites virales aiguës;219;16
I - Certaines maladies infectieuses et parasitaires (A00-B99);B18;hépatite virale chronique;114;138
I - Certaines maladies infectieuses et parasitaires (A00-B99);B19;hépatite virale, non spécifiée;91;13
I - Certaines maladies infectieuses et parasitaires (A00-B99);B20;immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires;473;60
I - Certaines maladies infectieuses et parasitaires (A00-B99);B25;maladie à cytomégalovirus;434;11
I - Certaines maladies infectieuses et parasitaires (A00-B99);B26;oreillons;51;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B27;mononucléose infectieuse;755;5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B30;conjonctivite virale;27;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B33;autres maladies virales, non classées ailleurs;176;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B34;infection virale de site non spécifié;6558;16
I - Certaines maladies infectieuses et parasitaires (A00-B99);B35;dermatophytose;32;56
I - Certaines maladies infectieuses et parasitaires (A00-B99);B36;autres mycoses superficielles;10;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B37;candidose;584;286
I - Certaines maladies infectieuses et parasitaires (A00-B99);B38;coccidioïdomycose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B39;histoplasmose;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B40;blastomycose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B41;paracoccidioïdomycose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B42;sporotrichose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B43;chromomycose et abcès phaeohyphomycosique;< 5;10
I - Certaines maladies infectieuses et parasitaires (A00-B99);B44;aspergillose;328;92
I - Certaines maladies infectieuses et parasitaires (A00-B99);B45;cryptococcose;12;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B46;zygomycose;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B47;mycétome;0;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B48;autres mycoses, non classées ailleurs;28;21
I - Certaines maladies infectieuses et parasitaires (A00-B99);B49;mycose, non spécifiée;9;9
I - Certaines maladies infectieuses et parasitaires (A00-B99);B50;paludisme à Plasmodium falciparum;334;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B51;paludisme à Plasmodium vivax;9;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B52;paludisme à Plasmodium malariae;17;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B53;autres paludismes spécifiés;32;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B54;paludisme, non spécifié;41;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B55;leishmaniose;13;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B56;trypanosomiase africaine;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B57;maladie de Chagas;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B58;toxoplasmose;38;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B59;pneumocystose;191;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B60;autres maladies dues à des protozoaires, non classées ailleurs;10;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B64;maladie due à des protozoaires, non spécifiée;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B65;schistosomiase [bilharziose];12;12
I - Certaines maladies infectieuses et parasitaires (A00-B99);B66;autres infections par douves;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B67;échinococcose;36;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B68;infection à tænia;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B69;cysticercose;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B70;diphyllobothriase et sparganose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B71;autres infections à cestodes;0;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B72;dracunculose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B73;onchocercose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B74;filariose;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B75;trichinose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B76;ankylostomiases;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B77;ascaridiase;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B78;anguillulose;6;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B79;infection à Trichuris trichiuria;0;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B80;oxyurose;31;51
I - Certaines maladies infectieuses et parasitaires (A00-B99);B81;autres helminthiases intestinales, non classées ailleurs;< 5;7
I - Certaines maladies infectieuses et parasitaires (A00-B99);B82;parasitose intestinale, non spécifiée;17;9
I - Certaines maladies infectieuses et parasitaires (A00-B99);B83;autres helminthiases;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B85;pédiculose et phtiriase;9;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B86;gale;63;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B87;myiase;0;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B88;autres infestations;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B89;parasitose, non spécifiée;10;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B90;séquelles de tuberculose;10;7
I - Certaines maladies infectieuses et parasitaires (A00-B99);B91;séquelles de poliomyélite;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B92;séquelles de lèpre;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B94;séquelles de maladies infectieuses et parasitaires, autres et non spécifiées;13;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B95;streptocoques, staphylocoques et entérocoques, cause de maladies classées ailleurs;40;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B96;autres agents bactériens, cause de maladies classées ailleurs;124;91
I - Certaines maladies infectieuses et parasitaires (A00-B99);B97;agents viraux spécifiés, cause de maladies classées ailleurs;262;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B99;maladies infectieuses, autres et non spécifiées;958;18
I - Certaines maladies infectieuses et parasitaires (A00-B99);;;60592;5453
II - Tumeurs (C00-D49);C00;néoplasme malin de la lèvre;41;35
II - Tumeurs (C00-D49);C01;néoplasme malin de la base de la langue;262;204
II - Tumeurs (C00-D49);C02;néoplasme malin de la langue, parties autres et non spécifiées;396;136
II - Tumeurs (C00-D49);C03;néoplasme malin de la gencive;57;23
II - Tumeurs (C00-D49);C04;néoplasme malin du plancher buccal;307;88
II - Tumeurs (C00-D49);C05;néoplasme malin du palais;116;67
II - Tumeurs (C00-D49);C06;néoplasme malin de la bouche, parties autres et non spécifiées;149;43
II - Tumeurs (C00-D49);C07;néoplasme malin de la glande parotide;154;20
II - Tumeurs (C00-D49);C08;néoplasme malin des glandes salivaires principales, autres et non spécifiées;29;5
II - Tumeurs (C00-D49);C09;néoplasme malin de l'amygdale;246;150
II - Tumeurs (C00-D49);C10;néoplasme malin de l'oropharynx;299;150
II - Tumeurs (C00-D49);C11;néoplasme malin du rhinopharynx;79;63
II - Tumeurs (C00-D49);C12;néoplasme malin du sinus piriforme;202;161
II - Tumeurs (C00-D49);C13;néoplasme malin de l'hypopharynx;152;94
II - Tumeurs (C00-D49);C14;néoplasme malin de la lèvre, de la cavité buccale et du pharynx, de sites autres et mal définis;76;51
II - Tumeurs (C00-D49);C15;néoplasme malin de l'œsophage;1606;956
II - Tumeurs (C00-D49);C16;néoplasme malin de l'estomac;1803;855
II - Tumeurs (C00-D49);C17;néoplasme malin de l'intestin grêle;228;91
II - Tumeurs (C00-D49);C18;néoplasme malin du côlon;6605;3491
II - Tumeurs (C00-D49);C19;néoplasme malin de la jonction recto-sigmoïdienne;756;464
II - Tumeurs (C00-D49);C20;néoplasme malin du rectum;2441;1746
II - Tumeurs (C00-D49);C21;néoplasme malin de l'anus et du canal anal;262;207
II - Tumeurs (C00-D49);C22;néoplasme malin du foie et des voies biliaires intrahépatiques;2150;516
II - Tumeurs (C00-D49);C23;néoplasme malin de la vésicule biliaire;139;44
II - Tumeurs (C00-D49);C24;néoplasme malin des voies biliaires, autres et non spécifiées;507;114
II - Tumeurs (C00-D49);C25;néoplasme malin du pancreas;3143;1376
II - Tumeurs (C00-D49);C26;néoplasme malin des organes digestifs, de sites autres et mal définis;46;21
II - Tumeurs (C00-D49);C30;néoplasme malin des fosses nasales et de l'oreille moyenne;71;24
II - Tumeurs (C00-D49);C31;néoplasme malin des sinus de la face;124;46
II - Tumeurs (C00-D49);C32;néoplasme malin du larynx;599;474
II - Tumeurs (C00-D49);C33;néoplasme malin de la trachée;21;20
II - Tumeurs (C00-D49);C34;néoplasme malin des bronches et du poumon;9951;4265
II - Tumeurs (C00-D49);C37;néoplasme malin du thymus;83;11
II - Tumeurs (C00-D49);C38;néoplasme malin du cœur, du médiastin et de la plèvre;143;33
II - Tumeurs (C00-D49);C39;néoplasme malin de l'appareil respiratoire et des organes intrathoraciques, de sites autres et mal définis;< 5;0
II - Tumeurs (C00-D49);C40;néoplasme malin des os et du cartilage articulaire des membres;154;53
II - Tumeurs (C00-D49);C41;néoplasme malin des os et du cartilage articulaire, de sites autres et non spécifiés;213;202
II - Tumeurs (C00-D49);C43;mélanome malin de la peau;1118;995
II - Tumeurs (C00-D49);C44;néoplasmes malins de la peau, autres et non spécifiés;1632;5182
II - Tumeurs (C00-D49);C45;mésothéliome;536;111
II - Tumeurs (C00-D49);C46;sarcome de Kaposi;8;18
II - Tumeurs (C00-D49);C47;néoplasme malin des nerfs périphériques et du système nerveux autonome;64;61
II - Tumeurs (C00-D49);C48;néoplasme malin du rétropéritoine et du péritoine;198;91
II - Tumeurs (C00-D49);C49;néoplasme malin du tissu conjonctif et des autres tissus mous;796;297
II - Tumeurs (C00-D49);C4A;carcinome à cellules de Merkel;72;30
II - Tumeurs (C00-D49);C50;néoplasme malin du sein;12029;5213
II - Tumeurs (C00-D49);C51;néoplasme malin de la vulve;327;118
II - Tumeurs (C00-D49);C52;néoplasme malin du vagin;65;26
II - Tumeurs (C00-D49);C53;néoplasme malin du col de l'utérus;909;411
II - Tumeurs (C00-D49);C54;néoplasme malin du corps de l'utérus;1621;635
II - Tumeurs (C00-D49);C55;néoplasme malin de l'utérus, partie non spécifiée;52;32
II - Tumeurs (C00-D49);C56;néoplasme malin de l'ovaire;1467;591
II - Tumeurs (C00-D49);C57;néoplasme malin des organes génitaux de la femme, autres et non spécifiés;168;51
II - Tumeurs (C00-D49);C58;néoplasme malin du placenta;< 5;< 5
II - Tumeurs (C00-D49);C60;néoplasme malin du pénis;137;41
II - Tumeurs (C00-D49);C61;néoplasme malin de la prostate;6746;3471
II - Tumeurs (C00-D49);C62;néoplasme malin du testicule;342;181
II - Tumeurs (C00-D49);C63;néoplasme malin des organes génitaux de l'homme, autres et non spécifiés;33;7
II - Tumeurs (C00-D49);C64;néoplasme malin du rein, à l'exception du bassinet;2052;250
II - Tumeurs (C00-D49);C65;néoplasme malin du bassinet;341;69
II - Tumeurs (C00-D49);C66;néoplasme malin de l'uretère;320;94
II - Tumeurs (C00-D49);C67;néoplasme malin de la vessie;6404;3608
II - Tumeurs (C00-D49);C68;néoplasme malin des organes urinaires, autres et non spécifiés;59;31
II - Tumeurs (C00-D49);C69;néoplasme malin de l'œil et de ses annexes;201;121
II - Tumeurs (C00-D49);C70;néoplasme malin des méninges;87;5
II - Tumeurs (C00-D49);C71;néoplasme malin du cerveau;2258;239
II - Tumeurs (C00-D49);C72;néoplasme malin de la moelle épinière, des nerfs crâniens et d'autres parties du système nerveux central;73;46
II - Tumeurs (C00-D49);C73;néoplasme malin de la thyroïde;1454;17
II - Tumeurs (C00-D49);C74;néoplasme malin de la surrénale;133;100
II - Tumeurs (C00-D49);C75;néoplasme malin d'autres glandes endocrines et structures apparentées;36;< 5
II - Tumeurs (C00-D49);C76;néoplasme malin de sites autres et mal définis;110;64
II - Tumeurs (C00-D49);C77;néoplasme malin des ganglions lymphatiques, secondaire et non spécifié;1861;1012
II - Tumeurs (C00-D49);C78;néoplasme malin secondaire des organes respiratoires et digestifs;5812;2496
II - Tumeurs (C00-D49);C79;néoplasme malin secondaire de sites autres et non spécifiés;5287;1617
II - Tumeurs (C00-D49);C7A;tumeurs neuroendocrines malignes;1146;470
II - Tumeurs (C00-D49);C7B;tumeurs neuroendocrines secondaires;259;75
II - Tumeurs (C00-D49);C80;néoplasme malin de site non spécifié;368;180
II - Tumeurs (C00-D49);C81;lymphome de Hodgkin;418;660
II - Tumeurs (C00-D49);C82;lymphome folliculaire;279;455
II - Tumeurs (C00-D49);C83;lymphome non folliculaire;1668;1989
II - Tumeurs (C00-D49);C84;lymphomes à cellules T/NK matures;144;248
II - Tumeurs (C00-D49);C85;lymphome non hodgkinien, de types autres et non spécifiés;430;353
II - Tumeurs (C00-D49);C86;autres types spécifiés de lymphomes à cellules T/NK;131;149
II - Tumeurs (C00-D49);C88;maladies immunoprolifératives malignes et d'autres lymphomes à cellules B;126;347
II - Tumeurs (C00-D49);C90;myélome multiple et néoplasmes à plasmocytes malins;1371;2161
II - Tumeurs (C00-D49);C91;leucémie lymphoïde;714;1819
II - Tumeurs (C00-D49);C92;leucémie myéloïde;1162;3619
II - Tumeurs (C00-D49);C93;leucémie monocytaire;140;634
II - Tumeurs (C00-D49);C94;autres leucémies à cellules spécifiées;49;232
II - Tumeurs (C00-D49);C95;leucémie à cellules non spécifiées;54;36
II - Tumeurs (C00-D49);C96;néoplasmes malins des tissus lymphoïde, hématopoïétique et apparentés, autres et non spécifiés;68;86
II - Tumeurs (C00-D49);D00;carcinome in situ de la cavité buccale, de l'œsophage et de l'estomac;110;102
II - Tumeurs (C00-D49);D01;carcinome in situ des organes digestifs, autres et non spécifiés;357;424
II - Tumeurs (C00-D49);D02;carcinome in situ de l'oreille moyenne et de l'appareil respiratoire;80;130
II - Tumeurs (C00-D49);D03;mélanome in situ;36;203
II - Tumeurs (C00-D49);D04;carcinome in situ de la peau;79;289
II - Tumeurs (C00-D49);D05;carcinome in situ du sein;887;302
II - Tumeurs (C00-D49);D06;carcinome in situ du col de l'utérus;462;3255
II - Tumeurs (C00-D49);D07;carcinome in situ d'organes génitaux, autres et non spécifiés;177;198
II - Tumeurs (C00-D49);D09;carcinome in situ de sites autres et non spécifiés;2303;1616
II - Tumeurs (C00-D49);D10;néoplasme bénin de la bouche et du pharynx;66;561
II - Tumeurs (C00-D49);D11;néoplasme bénin des glandes salivaires principales;779;51
II - Tumeurs (C00-D49);D12;néoplasme bénin du côlon, du rectum, de l'anus et du canal anal;3879;42947
II - Tumeurs (C00-D49);D13;néoplasme bénin de parties autres et mal définies de l'appareil digestif;615;733
II - Tumeurs (C00-D49);D14;néoplasme bénin de l'oreille moyenne et de l'appareil respiratoire;210;305
II - Tumeurs (C00-D49);D15;néoplasme bénin des organes intrathoraciques, autres et non spécifiés;99;9
II - Tumeurs (C00-D49);D16;néoplasme bénin des os et du cartilage articulaire;439;1189
II - Tumeurs (C00-D49);D17;néoplasme lipomateux bénin;916;6874
II - Tumeurs (C00-D49);D18;hémangiome et lymphangiome, tout site;652;1106
II - Tumeurs (C00-D49);D19;néoplasme bénin du tissu mésothélial;15;< 5
II - Tumeurs (C00-D49);D20;néoplasme bénin des tissus mous du rétropéritoine et du péritoine;29;6
II - Tumeurs (C00-D49);D21;autres néoplasmes bénins du tissu conjonctif et des autres tissus mous;161;675
II - Tumeurs (C00-D49);D22;nævus à mélanocytes;31;1049
II - Tumeurs (C00-D49);D23;autres néoplasmes bénins de la peau;70;1462
II - Tumeurs (C00-D49);D24;néoplasme bénin du sein;384;1530
II - Tumeurs (C00-D49);D25;léiomyome de l'utérus;4871;1405
II - Tumeurs (C00-D49);D26;autres néoplasmes bénins de l'utérus;208;151
II - Tumeurs (C00-D49);D27;néoplasme bénin de l'ovaire;2235;698
II - Tumeurs (C00-D49);D28;néoplasme bénin des organes génitaux de la femme, autres et non spécifiés;85;148
II - Tumeurs (C00-D49);D29;néoplasme bénin des organes génitaux de l'homme;968;459
II - Tumeurs (C00-D49);D30;néoplasme bénin des organes urinaires;329;102
II - Tumeurs (C00-D49);D31;néoplasme bénin de l'œil et de ses annexes;19;71
II - Tumeurs (C00-D49);D32;néoplasme bénin des méninges;1029;20
II - Tumeurs (C00-D49);D33;néoplasme bénin de l'encéphale et d'autres parties du système nerveux central;320;22
II - Tumeurs (C00-D49);D34;néoplasme bénin de la thyroïde;662;7
II - Tumeurs (C00-D49);D35;néoplasme bénin des glandes endocrines, autres et non spécifiées;1188;33
II - Tumeurs (C00-D49);D36;néoplasme bénin de sites autres et non spécifiés;326;605
II - Tumeurs (C00-D49);D37;néoplasme à évolution imprévisible ou inconnue de la cavité buccale et des organes digestifs;450;837
II - Tumeurs (C00-D49);D38;néoplasme à évolution imprévisible ou inconnue de l'oreille moyenne et des organes respiratoires et intrathoraciques;65;276
II - Tumeurs (C00-D49);D39;néoplasme à évolution imprévisible ou inconnue des organes génitaux de la femme;192;231
II - Tumeurs (C00-D49);D3A;tumeurs neuroendocrines bénignes;42;36
II - Tumeurs (C00-D49);D40;néoplasme à évolution imprévisible ou inconnue des organes génitaux de l'homme;9;27
II - Tumeurs (C00-D49);D41;néoplasme à évolution imprévisible ou inconnue des organes urinaires;852;2202
II - Tumeurs (C00-D49);D42;néoplasme à évolution imprévisible ou inconnue des méninges;31;< 5
II - Tumeurs (C00-D49);D43;néoplasme à évolution imprévisible ou inconnue de l'encéphale et du système nerveux central;115;7
II - Tumeurs (C00-D49);D44;néoplasme à évolution imprévisible ou inconnue des glandes endocrines;85;< 5
II - Tumeurs (C00-D49);D45;polycythémie vraie;33;202
II - Tumeurs (C00-D49);D46;syndromes myélodysplasiques;780;11238
II - Tumeurs (C00-D49);D47;autres néoplasmes des tissus lymphoïde, hématopoïétique et apparentés à évolution imprévisible ou inconnue;272;1553
