hfdst;icd_code;diagnose;klass_hosp;dag_hosp
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B68;taeniasis;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B69;cysticercose;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B70;diphyllobothriasis en sparganose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B71;andere cestodeninfecties;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B72;dracunculiasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B73;onchocerciasis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B74;filariasis;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B75;trichinose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B76;haakwormziekten;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B77;ascariasis;< 5;7
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B78;strongyloidiasis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B79;trichuriasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B80;enterobiasis;18;60
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B81;andere intestinale wormziekten, niet elders geclassficeerd;9;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B82;niet gespecificeerd intestinaal parasitisme;10;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B83;andere wormziekten;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B85;pediculose en phthiriasis;7;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B86;scabiës;96;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B87;myiasis;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B88;andere infestaties;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B89;niet gespecificeerde parasitaire ziekten;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B90;sequelae van tuberculose;11;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B91;sequelae van poliomyelitis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B92;sequelae van lepra;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B94;sequelae van andere en niet gespecificeerde infectieuze en parasitaire ziekten;62;7
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B95;streptokokken, stafylokokken en enterokokken als oorzaak van ziekten elders geclassificeerd;46;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B96;andere bacteriële agentia als oorzaak van ziekten elders geclassificeerd;101;43
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B97;virale agentia als oorzaak van ziekten elders geclassificeerd;612;11
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B99;andere en niet gespecificeerde infectieziekten;737;11
2 - Nieuwvormingen (C00-D49);C00;maligne neoplasma van de lip;35;66
2 - Nieuwvormingen (C00-D49);C01;maligne neoplasma van de tongbasis;212;184
2 - Nieuwvormingen (C00-D49);C02;maligne neoplasma van andere en niet gespecificeerde delen van de tong;374;146
2 - Nieuwvormingen (C00-D49);C03;maligne neoplasma van het tandvlees;59;26
2 - Nieuwvormingen (C00-D49);C04;maligne neoplasma van de mondbodem;263;100
2 - Nieuwvormingen (C00-D49);C05;maligne neoplasma van het gehemelte;74;58
2 - Nieuwvormingen (C00-D49);C06;maligne neoplasma van andere en niet gespecificeerde delen van de mond;122;55
2 - Nieuwvormingen (C00-D49);C07;maligne neoplasma van de glandula parotidea;148;12
2 - Nieuwvormingen (C00-D49);C08;maligne neoplasma van andere en niet gespecificeerde grote speekselklier;33;16
2 - Nieuwvormingen (C00-D49);C09;maligne neoplasma van de tonsil;213;189
2 - Nieuwvormingen (C00-D49);C10;maligne neoplasma van de orofarynx;253;158
2 - Nieuwvormingen (C00-D49);C11;maligne neoplasma van de nasofarynx;67;88
2 - Nieuwvormingen (C00-D49);C12;maligne neoplasma van de sinus pyriformis;144;121
2 - Nieuwvormingen (C00-D49);C13;maligne neoplasma van de hypofarynx;120;148
2 - Nieuwvormingen (C00-D49);C14;maligne neoplasma van overige en slecht omschreven lokalisaties in de lip, mond- en keelholte;41;45
2 - Nieuwvormingen (C00-D49);C15;maligne neoplasma van de oesofagus;1415;1059
2 - Nieuwvormingen (C00-D49);C16;maligne neoplasma van de maag;1605;910
2 - Nieuwvormingen (C00-D49);C17;maligne neoplasma van de dunne darm;237;97
2 - Nieuwvormingen (C00-D49);C18;maligne neoplasma van het colon;6068;3795
2 - Nieuwvormingen (C00-D49);C19;maligne neoplasma van de rectosigmoïdale overgang;664;463
2 - Nieuwvormingen (C00-D49);C20;maligne neoplasma van het rectum;2172;1966
2 - Nieuwvormingen (C00-D49);C21;maligne neoplasma van de anus en het anaal kanaal;232;265
2 - Nieuwvormingen (C00-D49);C22;maligne neoplasma van lever en intrahepatische galwegen;1991;745
2 - Nieuwvormingen (C00-D49);C23;maligne neoplasma van de galblaas;126;49
2 - Nieuwvormingen (C00-D49);C24;maligne neoplasma van andere en niet gespecificeerde delen van de galwegen;532;145
2 - Nieuwvormingen (C00-D49);C25;maligne neoplasma van de pancreas;2947;1902
2 - Nieuwvormingen (C00-D49);C26;maligne neoplasma van andere slecht omschreven organen van het spijsverteringsstelsel;42;29
2 - Nieuwvormingen (C00-D49);C30;maligne neoplasma van de neusholte en van het middenoor;69;46
2 - Nieuwvormingen (C00-D49);C31;maligne neoplasma van de sinussen;102;51
2 - Nieuwvormingen (C00-D49);C32;maligne neoplasma van de larynx;489;561
2 - Nieuwvormingen (C00-D49);C33;maligne neoplasma van de trachea;20;19
2 - Nieuwvormingen (C00-D49);C34;maligne neoplasma van bronchus en long;8495;4551
2 - Nieuwvormingen (C00-D49);C37;maligne neoplasma van du thymus;90;19
2 - Nieuwvormingen (C00-D49);C38;maligne neoplasma van het hart, mediastinum en pleura;107;36
2 - Nieuwvormingen (C00-D49);C39;maligne neoplasma van andere slecht omschreven lokalisatie van het ademhalingsstelsel;0;< 5
2 - Nieuwvormingen (C00-D49);C40;maligne neoplasma van de beenderen en het gewrichtskraakbeen van de ledematen;162;140
2 - Nieuwvormingen (C00-D49);C41;maligne neoplasma van het bot en gewrichtskraakbeen van andere en niet gespecificeerde lokalisaties;229;101
2 - Nieuwvormingen (C00-D49);C43;maligne melanoom van de huid;1010;1265
2 - Nieuwvormingen (C00-D49);C44;ander en niet gespecificeerd maligne neoplasma van de huid;1099;5759
2 - Nieuwvormingen (C00-D49);C45;mesothelioom;479;107
2 - Nieuwvormingen (C00-D49);C46;Kaposi's sarcoom;6;15
2 - Nieuwvormingen (C00-D49);C47;maligne neoplasma van de perifere zenuwen en het autonoom zenuwstelsel;43;17
2 - Nieuwvormingen (C00-D49);C48;maligne neoplasma van de retroperitoneale ruimte en het peritoneum;217;133
2 - Nieuwvormingen (C00-D49);C49;maligne neoplasma van ander bindweefsel en weke delen;798;340
2 - Nieuwvormingen (C00-D49);C4A;merkel-celcarcinoom;53;44
2 - Nieuwvormingen (C00-D49);C50;maligne neoplasma van de borst;12293;5981
2 - Nieuwvormingen (C00-D49);C51;maligne neoplasma van de vulva;302;115
2 - Nieuwvormingen (C00-D49);C52;maligne neoplasma van du vagina;62;41
2 - Nieuwvormingen (C00-D49);C53;maligne neoplasma van de cervix uteri;887;405
2 - Nieuwvormingen (C00-D49);C54;maligne neoplasma van het corpus uteri;1501;770
2 - Nieuwvormingen (C00-D49);C55;maligne neoplasma van de uterus, deel niet gespecificeerd;53;17
2 - Nieuwvormingen (C00-D49);C56;maligne neoplasma van het ovarium;1426;851
2 - Nieuwvormingen (C00-D49);C57;maligne neoplasma van andere en niet gespecificeerde vrouwelijke geslachtsorganen;156;91
2 - Nieuwvormingen (C00-D49);C58;maligne neoplasma van du placenta;< 5;6
2 - Nieuwvormingen (C00-D49);C60;maligne neoplasma van de penis;130;70
2 - Nieuwvormingen (C00-D49);C61;maligne neoplasma van de prostaat;6876;4566
2 - Nieuwvormingen (C00-D49);C62;maligne neoplasma van testis;315;241
2 - Nieuwvormingen (C00-D49);C63;maligne neoplasma van andere en niet gespecificeerde mannelijke geslachtsorganen;20;9
2 - Nieuwvormingen (C00-D49);C64;maligne neoplasma van de nier, behalve het nierbekken;2126;327
2 - Nieuwvormingen (C00-D49);C65;maligne neoplasma van het nierbekken;309;102
2 - Nieuwvormingen (C00-D49);C66;maligne neoplasma van de ureter;318;151
2 - Nieuwvormingen (C00-D49);C67;maligne neoplasma van de blaas;6413;3708
2 - Nieuwvormingen (C00-D49);C68;maligne neoplasme van andere en niet gespecificeerde urinaire organen;87;45
2 - Nieuwvormingen (C00-D49);C69;maligne neoplasme van het oog en de adnexen;189;166
2 - Nieuwvormingen (C00-D49);C70;maligne neoplasma van de meningen;96;5
2 - Nieuwvormingen (C00-D49);C71;maligne neoplasma van de hersenen;2112;319
2 - Nieuwvormingen (C00-D49);C72;maligne neoplasma van het ruggenmerg, de hersenzenuwen en andere delen van het centraal zenuwstelsel;57;60
2 - Nieuwvormingen (C00-D49);C73;maligne neoplasma van de schildklier;1471;34
2 - Nieuwvormingen (C00-D49);C74;maligne neoplasma van de bijnier;111;73
2 - Nieuwvormingen (C00-D49);C75;maligne neoplasma van andere endocriene klieren en gerelateerde structuren;42;18
2 - Nieuwvormingen (C00-D49);C76;maligne neoplasme van andere slecht omschreven lokalisaties;89;109
2 - Nieuwvormingen (C00-D49);C77;secundair en niet gespecificeerd maligne neoplasma van de lymfeklieren;1511;1205
2 - Nieuwvormingen (C00-D49);C78;secundair maligne neoplasma van ademhalings- en spijsverteringsorganen;5166;2802
2 - Nieuwvormingen (C00-D49);C79;secundair maligne neoplasma van andere en niet gespecificeerde lokalisaties;4552;1369
2 - Nieuwvormingen (C00-D49);C7A;maligne endocriene tumoren;1278;614
2 - Nieuwvormingen (C00-D49);C7B;secundaire neuro-endocriene tumoren;353;115
2 - Nieuwvormingen (C00-D49);C80;maligne neoplasma van niet gespecifieerde lokalisatie;275;190
2 - Nieuwvormingen (C00-D49);C81;Hodgkin-lymfoom;284;613
2 - Nieuwvormingen (C00-D49);C82;folliculair lymfoom;250;577
2 - Nieuwvormingen (C00-D49);C83;niet folliculair lymfoom;1636;2147
2 - Nieuwvormingen (C00-D49);C84;rijpe T/NK-cel lymfomen;144;236
2 - Nieuwvormingen (C00-D49);C85;andere gespecificeerde en niet gespecificeerde typen van non-Hodgkin-lymfoom;400;349
2 - Nieuwvormingen (C00-D49);C86;andere typen van T/NK-cel lymfomen;88;110
2 - Nieuwvormingen (C00-D49);C88;maligne immunoproliferatieve ziekten en bepaalde andere B-cel lymfomen;134;393
2 - Nieuwvormingen (C00-D49);C90;multipel myeloom en maligne plasmacelneoplasmas;1242;1939
2 - Nieuwvormingen (C00-D49);C91;lymfatische leukemie;671;1969
2 - Nieuwvormingen (C00-D49);C92;myeloblastenleukemie;1060;4250
2 - Nieuwvormingen (C00-D49);C93;monocytaire leukemie;125;1007
2 - Nieuwvormingen (C00-D49);C94;andere leukemieën met gespecificeerd celtype;34;245
2 - Nieuwvormingen (C00-D49);C95;leukemie van een niet gespecificeerd celtype;50;75
2 - Nieuwvormingen (C00-D49);C96;andere en niet gespecificeerde maligne neoplasmata van lymfoïd, hematopoëtisch en verwant weefsel;78;154
2 - Nieuwvormingen (C00-D49);D00;carcinoma in situ van de mondholte, de oesofagus en de maag;100;104
2 - Nieuwvormingen (C00-D49);D01;carcinoma in situ van andere en niet gespecificeerde organen van het spijsverteringsstelsel;415;570
2 - Nieuwvormingen (C00-D49);D02;carcinoma in situ van het middenoor en het ademhalingsstelsel;72;124
2 - Nieuwvormingen (C00-D49);D03;melanoma in situ;51;212
2 - Nieuwvormingen (C00-D49);D04;carcinoma in situ van de huid;48;423
2 - Nieuwvormingen (C00-D49);D05;carcinoma in situ van de borst;952;382
2 - Nieuwvormingen (C00-D49);D06;carcinoma in situ van de cervix;468;3420
2 - Nieuwvormingen (C00-D49);D07;carcinoma in situ van andere en niet gespecificeerde genitale organen;142;233
2 - Nieuwvormingen (C00-D49);D09;carcinoma in situ van andere en niet gespecificeerde lokalisaties;2820;2211
