chap;code_icd;diagnostic;hosp_class;hosp_de_jour
I - Certaines maladies infectieuses et parasitaires (A00-B99);A74;autres maladies à Chlamydia;46;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A75;typhus;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A77;fièvre pourprée [rickettsioses transmises par les tiques];5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A78;fièvre Q;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A79;autres rickettsioses;13;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A80;poliomyélite aiguë;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A81;infection virale atypique du système nerveux central;73;5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A82;rage;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A83;encéphalite virale transmise par des moustiques;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A84;encéphalite virale transmise par des tiques;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A85;autres encéphalites virales, non classées ailleurs;30;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A86;encéphalite virale, non spécifiée;92;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A87;méningite virale;1273;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A88;autres infections virales du système nerveux central, non classées ailleurs;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A89;infection virale du système nerveux central, non spécifiée;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A90;dengue [dengue classique];22;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A91;fièvre hémorragique due au virus de la dengue;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A92;autres fièvres transmises par des moustiques;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A93;autres fièvres virales transmises par des arthropodes, non classées ailleurs;7;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);A94;fièvre virale transmise par des arthropodes, non spécifiée;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A95;fièvre jaune;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A96;fièvre hémorragique à arénavirus;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A98;autres fièvres hémorragiques virales, non classées ailleurs;106;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);A99;fièvre hémorragique virale, non spécifiée;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);AAA;spécialité psychiatrique;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B00;infections par le virus de l'herpès [herpes simplex];583;11
I - Certaines maladies infectieuses et parasitaires (A00-B99);B01;varicelle [chickenpox];778;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B02;zona [herpes zoster];1059;40
I - Certaines maladies infectieuses et parasitaires (A00-B99);B03;variole;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B04;orthopoxvirus simien;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B05;rougeole;151;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B06;rubéole;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B07;verrues d'origine virale;16;756
I - Certaines maladies infectieuses et parasitaires (A00-B99);B08;autres infections virales caractérisées par des lésions cutanéomuqueuses, non classées ailleurs;560;341
I - Certaines maladies infectieuses et parasitaires (A00-B99);B09;infection virale caractérisée par des lésions cutanéomuqueuses, non spécifiée;46;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B10;autres virus de l'herpès humain;24;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B15;hépatite aiguë A;248;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B16;hépatite aiguë B;45;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B17;autres hépatites virales aiguës;197;12
I - Certaines maladies infectieuses et parasitaires (A00-B99);B18;hépatite virale chronique;125;153
I - Certaines maladies infectieuses et parasitaires (A00-B99);B19;hépatite virale, non spécifiée;93;18
I - Certaines maladies infectieuses et parasitaires (A00-B99);B20;immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires;486;128
I - Certaines maladies infectieuses et parasitaires (A00-B99);B25;maladie à cytomégalovirus;407;22
I - Certaines maladies infectieuses et parasitaires (A00-B99);B26;oreillons;29;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B27;mononucléose infectieuse;799;8
I - Certaines maladies infectieuses et parasitaires (A00-B99);B30;conjonctivite virale;12;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B33;autres maladies virales, non classées ailleurs;136;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B34;infection virale de site non spécifié;5887;10
I - Certaines maladies infectieuses et parasitaires (A00-B99);B35;dermatophytose;31;43
I - Certaines maladies infectieuses et parasitaires (A00-B99);B36;autres mycoses superficielles;11;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B37;candidose;585;321
I - Certaines maladies infectieuses et parasitaires (A00-B99);B38;coccidioïdomycose;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B39;histoplasmose;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B40;blastomycose;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B41;paracoccidioïdomycose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B42;sporotrichose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B43;chromomycose et abcès phaeohyphomycosique;< 5;12
I - Certaines maladies infectieuses et parasitaires (A00-B99);B44;aspergillose;349;119
I - Certaines maladies infectieuses et parasitaires (A00-B99);B45;cryptococcose;9;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B46;zygomycose;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B47;mycétome;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B48;autres mycoses, non classées ailleurs;23;9
I - Certaines maladies infectieuses et parasitaires (A00-B99);B49;mycose, non spécifiée;11;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B50;paludisme à Plasmodium falciparum;309;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B51;paludisme à Plasmodium vivax;22;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B52;paludisme à Plasmodium malariae;13;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B53;autres paludismes spécifiés;37;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B54;paludisme, non spécifié;49;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B55;leishmaniose;10;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B56;trypanosomiase africaine;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B57;maladie de Chagas;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B58;toxoplasmose;46;11
I - Certaines maladies infectieuses et parasitaires (A00-B99);B59;pneumocystose;220;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B60;autres maladies dues à des protozoaires, non classées ailleurs;8;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B64;maladie due à des protozoaires, non spécifiée;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B65;schistosomiase [bilharziose];< 5;7
I - Certaines maladies infectieuses et parasitaires (A00-B99);B66;autres infections par douves;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B67;échinococcose;47;6
I - Certaines maladies infectieuses et parasitaires (A00-B99);B68;infection à tænia;0;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B69;cysticercose;9;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B70;diphyllobothriase et sparganose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B71;autres infections à cestodes;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B72;dracunculose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B73;onchocercose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B74;filariose;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B75;trichinose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B76;ankylostomiases;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B77;ascaridiase;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B78;anguillulose;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B79;infection à Trichuris trichiuria;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B80;oxyurose;23;70
I - Certaines maladies infectieuses et parasitaires (A00-B99);B81;autres helminthiases intestinales, non classées ailleurs;5;10
I - Certaines maladies infectieuses et parasitaires (A00-B99);B82;parasitose intestinale, non spécifiée;11;8
I - Certaines maladies infectieuses et parasitaires (A00-B99);B83;autres helminthiases;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B85;pédiculose et phtiriase;< 5;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B86;gale;76;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B87;myiase;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B88;autres infestations;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B89;parasitose, non spécifiée;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B90;séquelles de tuberculose;5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B91;séquelles de poliomyélite;< 5;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B92;séquelles de lèpre;0;0
I - Certaines maladies infectieuses et parasitaires (A00-B99);B94;séquelles de maladies infectieuses et parasitaires, autres et non spécifiées;10;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B95;streptocoques, staphylocoques et entérocoques, cause de maladies classées ailleurs;52;7
I - Certaines maladies infectieuses et parasitaires (A00-B99);B96;autres agents bactériens, cause de maladies classées ailleurs;176;185
I - Certaines maladies infectieuses et parasitaires (A00-B99);B97;agents viraux spécifiés, cause de maladies classées ailleurs;306;< 5
I - Certaines maladies infectieuses et parasitaires (A00-B99);B99;maladies infectieuses, autres et non spécifiées;937;14
I - Certaines maladies infectieuses et parasitaires (A00-B99);;;59334;5744
II - Tumeurs (C00-D49);C00;néoplasme malin de la lèvre;38;45
II - Tumeurs (C00-D49);C01;néoplasme malin de la base de la langue;245;160
II - Tumeurs (C00-D49);C02;néoplasme malin de la langue, parties autres et non spécifiées;374;129
II - Tumeurs (C00-D49);C03;néoplasme malin de la gencive;72;25
II - Tumeurs (C00-D49);C04;néoplasme malin du plancher buccal;287;96
II - Tumeurs (C00-D49);C05;néoplasme malin du palais;107;54
II - Tumeurs (C00-D49);C06;néoplasme malin de la bouche, parties autres et non spécifiées;124;61
II - Tumeurs (C00-D49);C07;néoplasme malin de la glande parotide;154;15
II - Tumeurs (C00-D49);C08;néoplasme malin des glandes salivaires principales, autres et non spécifiées;44;8
II - Tumeurs (C00-D49);C09;néoplasme malin de l'amygdale;234;147
II - Tumeurs (C00-D49);C10;néoplasme malin de l'oropharynx;284;142
II - Tumeurs (C00-D49);C11;néoplasme malin du rhinopharynx;89;50
II - Tumeurs (C00-D49);C12;néoplasme malin du sinus piriforme;230;151
II - Tumeurs (C00-D49);C13;néoplasme malin de l'hypopharynx;145;97
II - Tumeurs (C00-D49);C14;néoplasme malin de la lèvre, de la cavité buccale et du pharynx, de sites autres et mal définis;78;52
II - Tumeurs (C00-D49);C15;néoplasme malin de l'œsophage;1529;937
II - Tumeurs (C00-D49);C16;néoplasme malin de l'estomac;1753;841
II - Tumeurs (C00-D49);C17;néoplasme malin de l'intestin grêle;205;75
II - Tumeurs (C00-D49);C18;néoplasme malin du côlon;6804;3610
II - Tumeurs (C00-D49);C19;néoplasme malin de la jonction recto-sigmoïdienne;832;480
II - Tumeurs (C00-D49);C20;néoplasme malin du rectum;2579;1869
II - Tumeurs (C00-D49);C21;néoplasme malin de l'anus et du canal anal;223;215
II - Tumeurs (C00-D49);C22;néoplasme malin du foie et des voies biliaires intrahépatiques;2257;426
II - Tumeurs (C00-D49);C23;néoplasme malin de la vésicule biliaire;136;38
II - Tumeurs (C00-D49);C24;néoplasme malin des voies biliaires, autres et non spécifiées;453;109
II - Tumeurs (C00-D49);C25;néoplasme malin du pancreas;2989;1158
II - Tumeurs (C00-D49);C26;néoplasme malin des organes digestifs, de sites autres et mal définis;52;15
II - Tumeurs (C00-D49);C30;néoplasme malin des fosses nasales et de l'oreille moyenne;68;38
II - Tumeurs (C00-D49);C31;néoplasme malin des sinus de la face;120;27
II - Tumeurs (C00-D49);C32;néoplasme malin du larynx;634;477
II - Tumeurs (C00-D49);C33;néoplasme malin de la trachée;24;18
II - Tumeurs (C00-D49);C34;néoplasme malin des bronches et du poumon;9632;3951
II - Tumeurs (C00-D49);C37;néoplasme malin du thymus;60;< 5
II - Tumeurs (C00-D49);C38;néoplasme malin du cœur, du médiastin et de la plèvre;173;60
II - Tumeurs (C00-D49);C39;néoplasme malin de l'appareil respiratoire et des organes intrathoraciques, de sites autres et mal définis;< 5;< 5
II - Tumeurs (C00-D49);C40;néoplasme malin des os et du cartilage articulaire des membres;186;60
II - Tumeurs (C00-D49);C41;néoplasme malin des os et du cartilage articulaire, de sites autres et non spécifiés;247;167
II - Tumeurs (C00-D49);C43;mélanome malin de la peau;1119;896
II - Tumeurs (C00-D49);C44;néoplasmes malins de la peau, autres et non spécifiés;1651;4743
II - Tumeurs (C00-D49);C45;mésothéliome;580;75
II - Tumeurs (C00-D49);C46;sarcome de Kaposi;14;13
II - Tumeurs (C00-D49);C47;néoplasme malin des nerfs périphériques et du système nerveux autonome;55;20
II - Tumeurs (C00-D49);C48;néoplasme malin du rétropéritoine et du péritoine;229;79
II - Tumeurs (C00-D49);C49;néoplasme malin du tissu conjonctif et des autres tissus mous;818;338
II - Tumeurs (C00-D49);C4A;carcinome à cellules de Merkel;67;37
II - Tumeurs (C00-D49);C50;néoplasme malin du sein;12289;4875
II - Tumeurs (C00-D49);C51;néoplasme malin de la vulve;293;116
II - Tumeurs (C00-D49);C52;néoplasme malin du vagin;71;34
II - Tumeurs (C00-D49);C53;néoplasme malin du col de l'utérus;864;387
II - Tumeurs (C00-D49);C54;néoplasme malin du corps de l'utérus;1621;624
II - Tumeurs (C00-D49);C55;néoplasme malin de l'utérus, partie non spécifiée;75;22
II - Tumeurs (C00-D49);C56;néoplasme malin de l'ovaire;1509;531
II - Tumeurs (C00-D49);C57;néoplasme malin des organes génitaux de la femme, autres et non spécifiés;151;84
II - Tumeurs (C00-D49);C58;néoplasme malin du placenta;< 5;< 5
II - Tumeurs (C00-D49);C60;néoplasme malin du pénis;126;46
II - Tumeurs (C00-D49);C61;néoplasme malin de la prostate;6616;3220
II - Tumeurs (C00-D49);C62;néoplasme malin du testicule;332;191
II - Tumeurs (C00-D49);C63;néoplasme malin des organes génitaux de l'homme, autres et non spécifiés;24;11
II - Tumeurs (C00-D49);C64;néoplasme malin du rein, à l'exception du bassinet;2032;212
II - Tumeurs (C00-D49);C65;néoplasme malin du bassinet;328;69
II - Tumeurs (C00-D49);C66;néoplasme malin de l'uretère;320;97
II - Tumeurs (C00-D49);C67;néoplasme malin de la vessie;6362;3186
II - Tumeurs (C00-D49);C68;néoplasme malin des organes urinaires, autres et non spécifiés;85;22
II - Tumeurs (C00-D49);C69;néoplasme malin de l'œil et de ses annexes;174;132
II - Tumeurs (C00-D49);C70;néoplasme malin des méninges;91;7
II - Tumeurs (C00-D49);C71;néoplasme malin du cerveau;2305;218
II - Tumeurs (C00-D49);C72;néoplasme malin de la moelle épinière, des nerfs crâniens et d'autres parties du système nerveux central;58;57
II - Tumeurs (C00-D49);C73;néoplasme malin de la thyroïde;1472;21
II - Tumeurs (C00-D49);C74;néoplasme malin de la surrénale;109;74
II - Tumeurs (C00-D49);C75;néoplasme malin d'autres glandes endocrines et structures apparentées;42;< 5
II - Tumeurs (C00-D49);C76;néoplasme malin de sites autres et mal définis;122;76
II - Tumeurs (C00-D49);C77;néoplasme malin des ganglions lymphatiques, secondaire et non spécifié;1896;874
II - Tumeurs (C00-D49);C78;néoplasme malin secondaire des organes respiratoires et digestifs;6211;2425
II - Tumeurs (C00-D49);C79;néoplasme malin secondaire de sites autres et non spécifiés;5335;1560
II - Tumeurs (C00-D49);C7A;tumeurs neuroendocrines malignes;1068;401
II - Tumeurs (C00-D49);C7B;tumeurs neuroendocrines secondaires;300;62
II - Tumeurs (C00-D49);C80;néoplasme malin de site non spécifié;345;175
II - Tumeurs (C00-D49);C81;lymphome de Hodgkin;392;619
II - Tumeurs (C00-D49);C82;lymphome folliculaire;350;578
II - Tumeurs (C00-D49);C83;lymphome non folliculaire;1658;1778
II - Tumeurs (C00-D49);C84;lymphomes à cellules T/NK matures;175;208
II - Tumeurs (C00-D49);C85;lymphome non hodgkinien, de types autres et non spécifiés;457;334
II - Tumeurs (C00-D49);C86;autres types spécifiés de lymphomes à cellules T/NK;126;138
II - Tumeurs (C00-D49);C88;maladies immunoprolifératives malignes et d'autres lymphomes à cellules B;149;365
II - Tumeurs (C00-D49);C90;myélome multiple et néoplasmes à plasmocytes malins;1372;2407
II - Tumeurs (C00-D49);C91;leucémie lymphoïde;822;1953
II - Tumeurs (C00-D49);C92;leucémie myéloïde;1274;3726
II - Tumeurs (C00-D49);C93;leucémie monocytaire;158;646
II - Tumeurs (C00-D49);C94;autres leucémies à cellules spécifiées;51;194
II - Tumeurs (C00-D49);C95;leucémie à cellules non spécifiées;58;88
II - Tumeurs (C00-D49);C96;néoplasmes malins des tissus lymphoïde, hématopoïétique et apparentés, autres et non spécifiés;59;59
II - Tumeurs (C00-D49);D00;carcinome in situ de la cavité buccale, de l'œsophage et de l'estomac;91;101
II - Tumeurs (C00-D49);D01;carcinome in situ des organes digestifs, autres et non spécifiés;390;522
II - Tumeurs (C00-D49);D02;carcinome in situ de l'oreille moyenne et de l'appareil respiratoire;71;120
II - Tumeurs (C00-D49);D03;mélanome in situ;54;160
II - Tumeurs (C00-D49);D04;carcinome in situ de la peau;85;238
II - Tumeurs (C00-D49);D05;carcinome in situ du sein;924;248
II - Tumeurs (C00-D49);D06;carcinome in situ du col de l'utérus;511;3508
II - Tumeurs (C00-D49);D07;carcinome in situ d'organes génitaux, autres et non spécifiés;153;170
II - Tumeurs (C00-D49);D09;carcinome in situ de sites autres et non spécifiés;2119;1552
II - Tumeurs (C00-D49);D10;néoplasme bénin de la bouche et du pharynx;69;548
II - Tumeurs (C00-D49);D11;néoplasme bénin des glandes salivaires principales;746;57
II - Tumeurs (C00-D49);D12;néoplasme bénin du côlon, du rectum, de l'anus et du canal anal;4301;46125
II - Tumeurs (C00-D49);D13;néoplasme bénin de parties autres et mal définies de l'appareil digestif;560;731
II - Tumeurs (C00-D49);D14;néoplasme bénin de l'oreille moyenne et de l'appareil respiratoire;183;305
II - Tumeurs (C00-D49);D15;néoplasme bénin des organes intrathoraciques, autres et non spécifiés;118;8
II - Tumeurs (C00-D49);D16;néoplasme bénin des os et du cartilage articulaire;424;1212
II - Tumeurs (C00-D49);D17;néoplasme lipomateux bénin;894;6626
II - Tumeurs (C00-D49);D18;hémangiome et lymphangiome, tout site;714;1013
II - Tumeurs (C00-D49);D19;néoplasme bénin du tissu mésothélial;24;< 5
II - Tumeurs (C00-D49);D20;néoplasme bénin des tissus mous du rétropéritoine et du péritoine;33;< 5
II - Tumeurs (C00-D49);D21;autres néoplasmes bénins du tissu conjonctif et des autres tissus mous;194;648
II - Tumeurs (C00-D49);D22;nævus à mélanocytes;44;1025
II - Tumeurs (C00-D49);D23;autres néoplasmes bénins de la peau;72;1563
II - Tumeurs (C00-D49);D24;néoplasme bénin du sein;357;1538
II - Tumeurs (C00-D49);D25;léiomyome de l'utérus;4912;1395
II - Tumeurs (C00-D49);D26;autres néoplasmes bénins de l'utérus;294;171
II - Tumeurs (C00-D49);D27;néoplasme bénin de l'ovaire;2187;580
II - Tumeurs (C00-D49);D28;néoplasme bénin des organes génitaux de la femme, autres et non spécifiés;79;126
II - Tumeurs (C00-D49);D29;néoplasme bénin des organes génitaux de l'homme;952;510
II - Tumeurs (C00-D49);D30;néoplasme bénin des organes urinaires;286;116
II - Tumeurs (C00-D49);D31;néoplasme bénin de l'œil et de ses annexes;12;79
II - Tumeurs (C00-D49);D32;néoplasme bénin des méninges;1074;20
II - Tumeurs (C00-D49);D33;néoplasme bénin de l'encéphale et d'autres parties du système nerveux central;342;18
II - Tumeurs (C00-D49);D34;néoplasme bénin de la thyroïde;671;6
II - Tumeurs (C00-D49);D35;néoplasme bénin des glandes endocrines, autres et non spécifiées;1136;27
II - Tumeurs (C00-D49);D36;néoplasme bénin de sites autres et non spécifiés;316;529
II - Tumeurs (C00-D49);D37;néoplasme à évolution imprévisible ou inconnue de la cavité buccale et des organes digestifs;371;883
II - Tumeurs (C00-D49);D38;néoplasme à évolution imprévisible ou inconnue de l'oreille moyenne et des organes respiratoires et intrathoraciques;64;254
II - Tumeurs (C00-D49);D39;néoplasme à évolution imprévisible ou inconnue des organes génitaux de la femme;197;239
II - Tumeurs (C00-D49);D3A;tumeurs neuroendocrines bénignes;31;56
II - Tumeurs (C00-D49);D40;néoplasme à évolution imprévisible ou inconnue des organes génitaux de l'homme;10;24
II - Tumeurs (C00-D49);D41;néoplasme à évolution imprévisible ou inconnue des organes urinaires;944;2201
II - Tumeurs (C00-D49);D42;néoplasme à évolution imprévisible ou inconnue des méninges;41;< 5
II - Tumeurs (C00-D49);D43;néoplasme à évolution imprévisible ou inconnue de l'encéphale et du système nerveux central;114;< 5
II - Tumeurs (C00-D49);D44;néoplasme à évolution imprévisible ou inconnue des glandes endocrines;81;< 5
II - Tumeurs (C00-D49);D45;polycythémie vraie;40;141
II - Tumeurs (C00-D49);D46;syndromes myélodysplasiques;773;10879
II - Tumeurs (C00-D49);D47;autres néoplasmes des tissus lymphoïde, hématopoïétique et apparentés à évolution imprévisible ou inconnue;247;1438
