hfdst;icd_code;diagnose;klass_hosp;dag_hosp
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A57;ulcus molle [chancroïd];0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A58;granuloma inguinale;< 5;22
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A59;trichomoniasis;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A60;anogenitale herpesvirusinfectie [herpes simplex];105;5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A63;andere hoofdzakelijk seksueel overdraagbare ziekten, niet elders geclassificeerd;190;2403
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A64;niet gespecificeerde seksueel overdraagbare ziekte;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A65;niet-venerische syfilis;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A66;framboesia;0;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A67;pinta [carate];0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A68;febris recurrens;6;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A69;andere spirocheteninfecties;281;50
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A70;infecties door Chlamydia psittaci;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A71;trachoom;0;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A74;andere ziekten veroorzaakt door Chlamydia;21;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A75;vlektyfus;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A77;vlekkenkoorts [door teken overgedragen rickettsiosen];< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A78;Q-koorts;5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A79;andere rickettsiosen;10;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A80;acute poliomyelitis;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A81;atypische virusinfectie van centraal zenuwstelsel;61;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A82;rabiës;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A83;door muggen overgebrachte virale encefalitis;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A84;door teken overgebrachte virale encefalitis;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A85;andere virale encefalitis, niet elders geclassificeerd;33;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A86;niet gespecificeerde virale encefalitis;96;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A87;virale meningitis;1161;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A88;andere virale infecties van centraal zenuwstelsel, niet elders geclassificeerd;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A89;niet gespecificeerde virusinfectie van centraal zenuwstelsel;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A90;dengue-koorts [klassieke dengue];26;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A91;Dengue-hemorragische koorts;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A92;andere door muggen overgebrachte koorts;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A93;andere door artropoden overgebrachte virale koorts, niet elders geclassificeerd;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A94;niet gespecificeerde door artropoden overgebrachte virale koorts;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A95;gele koorts;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A96;hemorragische koorts door arenavirus;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A98;andere virale hemorragische koorts, niet elders geclassificeerd;33;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A99;niet gespecificeerde virale hemorragische koorts;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);AAA;psychiatrisch specialisme;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B00;herpesvirusinfecties [herpes simplex];585;12
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B01;varicella [waterpokken];711;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B02;zoster [herpes zoster];1032;39
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B03;pokken;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B04;apenpokken;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B05;mazelen;44;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B06;rubella;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B07;virale wratten;9;808
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B08;andere virusinfecties gekenmerkt door letsels van huid en slijmvliezen, niet elders geclassificeerd;573;280
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B09;niet gespecificeerde virusinfectie gekenmerkt door huid- en slijmvliesletsels;57;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B10;andere humane herpesvirussen;24;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B15;acute hepatitis A;127;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B16;acute hepatitis B;32;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B17;andere acute virale hepatitis;219;16
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B18;chronische hepatitis;114;138
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B19;niet gespecificeerde virushepatitis;91;13
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B20;ziekte door humaan immunodeficiëntievirus [HIV] leidend tot infectieziekten en parasitaire aandoeningen;473;60
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B25;ziekte door cytomegalovirus;434;11
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B26;bof;51;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B27;infectieuze mononucleosis;755;5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B30;virale conjunctivitis;27;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B33;andere virale ziekten, niet elders geclassificeerd;176;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B34;virale infectie van niet gespecificeerde lokalisatie;6558;16
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B35;dermatophytosis;32;56
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B36;andere oppervlakkige mycosen;10;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B37;candidiasis;584;286
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B38;coccidioïdomycose;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B39;histoplasmose;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B40;blastomycose;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B41;paracoccidioïdomycose;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B42;sporotrichose;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B43;chromomycose en feomycotisch abces;< 5;10
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B44;aspergillosis;328;92
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B45;cryptococcose;12;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B46;zygomycose;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B47;mycetoom;0;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B48;andere mycosen, niet elders geclassificeerd;28;21
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B49;niet gespecificeerde mycose;9;9
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B50;malaria door Plasmodium falciparum;334;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B51;malaria door Plasmodium vivax;9;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B52;malaria door Plasmodium malariae;17;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B53;andere gespecificeerde malaria;32;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B54;niet gespecificeerde malaria;41;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B55;leishmaniasis;13;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B56;Afrikaanse trypanosomiasis;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B57;ziekte van Chagas;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B58;toxoplasmose;38;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B59;pneumocystose;191;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B60;andere ziekten door protozoën, niet elders geclassificeerd;10;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B64;niet gespecificeerde ziekte door protozoën;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B65;schistosomiasis [bilharziasis];12;12
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B66;andere trematodeninfectie;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B67;echinococcose;36;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B68;taeniasis;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B69;cysticercose;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B70;diphyllobothriasis en sparganose;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B71;andere cestodeninfecties;0;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B72;dracunculiasis;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B73;onchocerciasis;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B74;filariasis;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B75;trichinose;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B76;haakwormziekten;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B77;ascariasis;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B78;strongyloidiasis;6;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B79;trichuriasis;0;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B80;enterobiasis;31;51
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B81;andere intestinale wormziekten, niet elders geclassificeerd;< 5;7
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B82;niet gespecificeerd intestinaal parasitisme;17;9
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B83;andere wormziekten;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B85;pediculose en phthiriasis;9;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B86;scabiës;63;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B87;myiasis;0;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B88;andere infestaties;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B89;niet gespecificeerde parasitaire ziekten;10;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B90;sekwellen van tuberculose;10;7
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B91;sekwellen van poliomyelitis;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B92;sekwellen van lepra;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B94;sekwellen van andere en niet gespecificeerde infectieziekten en parasitaire ziekten;13;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B95;streptokokken, stafylokokken en enterokokken als oorzaak van ziekten elders geclassificeerd;40;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B96;andere bacteriële agentia als oorzaak van ziekten elders geclassificeerd;124;91
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B97;virale agentia als oorzaak van ziekten elders geclassificeerd;262;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B99;andere en niet gespecificeerde infectieziekten;958;18
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);;;60592;5453
II - Nieuwvormingen (C00-D49);C00;maligne neoplasma van lip;41;35
II - Nieuwvormingen (C00-D49);C01;maligne neoplasma van tongbasis;262;204
II - Nieuwvormingen (C00-D49);C02;maligne neoplasma van andere en niet gespecificeerde delen van tong;396;136
II - Nieuwvormingen (C00-D49);C03;maligne neoplasma van tandvlees;57;23
II - Nieuwvormingen (C00-D49);C04;maligne neoplasma van mondbodem;307;88
II - Nieuwvormingen (C00-D49);C05;maligne neoplasma van gehemelte;116;67
II - Nieuwvormingen (C00-D49);C06;maligne neoplasma van andere en niet gespecificeerde delen van mond;149;43
II - Nieuwvormingen (C00-D49);C07;maligne neoplasma van glandula parotidea;154;20
II - Nieuwvormingen (C00-D49);C08;maligne neoplasma van grote speekselklier, andere en niet gespecificeerd;29;5
II - Nieuwvormingen (C00-D49);C09;maligne neoplasma van tonsil;246;150
II - Nieuwvormingen (C00-D49);C10;maligne neoplasma van orofarynx;299;150
II - Nieuwvormingen (C00-D49);C11;maligne neoplasma van nasofarynx;79;63
II - Nieuwvormingen (C00-D49);C12;maligne neoplasma van sinus pyriformis;202;161
II - Nieuwvormingen (C00-D49);C13;maligne neoplasma van hypofarynx;152;94
II - Nieuwvormingen (C00-D49);C14;maligne neoplasma van andere en slecht omschreven lokalisaties in lip, mond- en keelholte;76;51
II - Nieuwvormingen (C00-D49);C15;maligne neoplasma van oesofagus;1606;956
II - Nieuwvormingen (C00-D49);C16;maligne neoplasma van maag;1803;855
II - Nieuwvormingen (C00-D49);C17;maligne neoplasma van dunne darm;228;91
II - Nieuwvormingen (C00-D49);C18;maligne neoplasma van colon;6605;3491
II - Nieuwvormingen (C00-D49);C19;maligne neoplasma van rectosigmoïdale overgang;756;464
II - Nieuwvormingen (C00-D49);C20;maligne neoplasma van rectum;2441;1746
II - Nieuwvormingen (C00-D49);C21;maligne neoplasma van anus en anaal kanaal;262;207
II - Nieuwvormingen (C00-D49);C22;maligne neoplasma van lever en intrahepatische galwegen;2150;516
II - Nieuwvormingen (C00-D49);C23;maligne neoplasma van galblaas;139;44
II - Nieuwvormingen (C00-D49);C24;maligne neoplasma van andere en niet gespecificeerde delen van galwegen;507;114
II - Nieuwvormingen (C00-D49);C25;maligne neoplasma van pancreas;3143;1376
II - Nieuwvormingen (C00-D49);C26;maligne neoplasma van andere en slecht omschreven delen van spijsverteringsstelsel ;46;21
II - Nieuwvormingen (C00-D49);C30;maligne neoplasma van neusholte en middenoor;71;24
II - Nieuwvormingen (C00-D49);C31;maligne neoplasma van neusbijholten;124;46
II - Nieuwvormingen (C00-D49);C32;maligne neoplasma van larynx;599;474
II - Nieuwvormingen (C00-D49);C33;maligne neoplasma van trachea;21;20
II - Nieuwvormingen (C00-D49);C34;maligne neoplasma van bronchus en long;9951;4265
II - Nieuwvormingen (C00-D49);C37;maligne neoplasma van thymus;83;11
II - Nieuwvormingen (C00-D49);C38;maligne neoplasma van hart, mediastinum en pleura;143;33
II - Nieuwvormingen (C00-D49);C39;maligne neoplasma van andere en slecht omschreven lokalisaties van ademhalingsstelsel en intrathoracale organen;< 5;0
II - Nieuwvormingen (C00-D49);C40;maligne neoplasma van botten en gewrichtskraakbeen ledematen;154;53
II - Nieuwvormingen (C00-D49);C41;maligne neoplasma van botten en gewrichtskraakbeen van andere en niet gespecificeerde lokalisaties;213;202
II - Nieuwvormingen (C00-D49);C43;maligne melanoom van huid;1118;995
II - Nieuwvormingen (C00-D49);C44;andere en niet gespecificeerde maligne neoplasmata van huid;1632;5182
II - Nieuwvormingen (C00-D49);C45;mesothelioom;536;111
II - Nieuwvormingen (C00-D49);C46;Kaposi-sarcoom;8;18
II - Nieuwvormingen (C00-D49);C47;maligne neoplasma van perifere zenuwen en autonoom zenuwstelsel;64;61
II - Nieuwvormingen (C00-D49);C48;maligne neoplasma van retroperitoneale ruimte en peritoneum;198;91
II - Nieuwvormingen (C00-D49);C49;maligne neoplasma van ander bindweefsel en weke delen;796;297
II - Nieuwvormingen (C00-D49);C4A;merkelcelcarcinoom;72;30
II - Nieuwvormingen (C00-D49);C50;maligne neoplasma van mamma;12029;5213
II - Nieuwvormingen (C00-D49);C51;maligne neoplasma van vulva;327;118
II - Nieuwvormingen (C00-D49);C52;maligne neoplasma van vagina;65;26
II - Nieuwvormingen (C00-D49);C53;maligne neoplasma van cervix uteri;909;411
II - Nieuwvormingen (C00-D49);C54;maligne neoplasma van corpus uteri;1621;635
II - Nieuwvormingen (C00-D49);C55;maligne neoplasma van uterus, deel niet gespecificeerd;52;32
II - Nieuwvormingen (C00-D49);C56;maligne neoplasma van ovarium;1467;591
II - Nieuwvormingen (C00-D49);C57;maligne neoplasma van andere en niet gespecificeerde vrouwelijke geslachtsorganen;168;51
II - Nieuwvormingen (C00-D49);C58;maligne neoplasma van placenta;< 5;< 5
II - Nieuwvormingen (C00-D49);C60;maligne neoplasma van penis;137;41
II - Nieuwvormingen (C00-D49);C61;maligne neoplasma van prostaat;6746;3471
II - Nieuwvormingen (C00-D49);C62;maligne neoplasma van testis;342;181
II - Nieuwvormingen (C00-D49);C63;maligne neoplasma van andere en niet gespecificeerde mannelijke geslachtsorganen;33;7
II - Nieuwvormingen (C00-D49);C64;maligne neoplasma van nier, behalve nierbekken;2052;250
II - Nieuwvormingen (C00-D49);C65;maligne neoplasma van nierbekken;341;69
II - Nieuwvormingen (C00-D49);C66;maligne neoplasma van ureter;320;94
II - Nieuwvormingen (C00-D49);C67;maligne neoplasma van blaas;6404;3608
II - Nieuwvormingen (C00-D49);C68;maligne neoplasma van andere en niet gespecificeerde delen van nier en urinewegen;59;31
II - Nieuwvormingen (C00-D49);C69;maligne neoplasma van oog en adnexen;201;121
II - Nieuwvormingen (C00-D49);C70;maligne neoplasma van hersenvliezen;87;5
II - Nieuwvormingen (C00-D49);C71;maligne neoplasma van hersenen;2258;239
II - Nieuwvormingen (C00-D49);C72;maligne neoplasma van ruggenmerg, hersenzenuwen en andere delen van centraal zenuwstelsel;73;46
II - Nieuwvormingen (C00-D49);C73;maligne neoplasma van schildklier;1454;17
II - Nieuwvormingen (C00-D49);C74;maligne neoplasma van bijnier;133;100
II - Nieuwvormingen (C00-D49);C75;maligne neoplasma van andere endocriene klieren en verwante structuren;36;< 5
II - Nieuwvormingen (C00-D49);C76;maligne neoplasma van andere en slecht omschreven lokalisaties;110;64
II - Nieuwvormingen (C00-D49);C77;secundaire en niet gespecificeerde maligne neoplasmata van lymfeklieren;1861;1012
II - Nieuwvormingen (C00-D49);C78;secundair maligne neoplasma van ademhalingsorganen en spijsverteringsorganen;5812;2496
II - Nieuwvormingen (C00-D49);C79;secundair maligne neoplasma van andere en niet gespecificeerde lokalisaties;5287;1617
II - Nieuwvormingen (C00-D49);C7A;maligne neuro-endocriene tumoren;1146;470
II - Nieuwvormingen (C00-D49);C7B;secundaire neuro-endocriene tumoren;259;75
II - Nieuwvormingen (C00-D49);C80;maligne neoplasma zonder gespecificeerde lokalisatie;368;180
II - Nieuwvormingen (C00-D49);C81;Hodgkin-lymfoom;418;660
II - Nieuwvormingen (C00-D49);C82;folliculair lymfoom;279;455
II - Nieuwvormingen (C00-D49);C83;non-folliculair lymfoom;1668;1989
II - Nieuwvormingen (C00-D49);C84;lymfomen met rijpe T/NK-cellen;144;248
II - Nieuwvormingen (C00-D49);C85;andere en niet gespecificeerde typen van non-Hodgkin-lymfoom;430;353
II - Nieuwvormingen (C00-D49);C86;andere gespecificeerde typen van T/NK-cel lymfoom;131;149
II - Nieuwvormingen (C00-D49);C88;maligne immunoproliferatieve ziekten en andere B-cel lymfomen;126;347
II - Nieuwvormingen (C00-D49);C90;multipel myeloom en maligne plasmacel neoplasma;1371;2161
II - Nieuwvormingen (C00-D49);C91;lymfatische leukemie;714;1819
II - Nieuwvormingen (C00-D49);C92;myeloïde leukemie;1162;3619
II - Nieuwvormingen (C00-D49);C93;monocytaire leukemie;140;634
II - Nieuwvormingen (C00-D49);C94;andere vormen van leukemie van gespecificeerd celtype;49;232
II - Nieuwvormingen (C00-D49);C95;leukemie van niet gespecificeerd celtype;54;36
II - Nieuwvormingen (C00-D49);C96;andere en niet gespecificeerde maligne neoplasmata van lymfoïd, hematopoëtisch en verwant weefsel;68;86
II - Nieuwvormingen (C00-D49);D00;carcinoma in situ van mondholte, oesofagus en maag;110;102
II - Nieuwvormingen (C00-D49);D01;carcinoma in situ van andere en niet gespecificeerde organen van tractus digestivus;357;424
II - Nieuwvormingen (C00-D49);D02;carcinoma in situ van middenoor en tractus respiratorius;80;130
II - Nieuwvormingen (C00-D49);D03;melanoma in situ;36;203
II - Nieuwvormingen (C00-D49);D04;carcinoma in situ van huid;79;289
II - Nieuwvormingen (C00-D49);D05;carcinoma in situ van mamma;887;302
II - Nieuwvormingen (C00-D49);D06;carcinoma in situ van cervix uteri;462;3255
II - Nieuwvormingen (C00-D49);D07;carcinoma in situ van andere en niet gespecificeerde geslachtsorganen;177;198
II - Nieuwvormingen (C00-D49);D09;carcinoma in situ van andere en niet gespecificeerde lokalisaties;2303;1616
II - Nieuwvormingen (C00-D49);D10;benigne neoplasma van mond en farynx;66;561
II - Nieuwvormingen (C00-D49);D11;benigne neoplasma van grote speekselklieren;779;51
II - Nieuwvormingen (C00-D49);D12;benigne neoplasma van colon, rectum, anus en anaal kanaal;3879;42947
II - Nieuwvormingen (C00-D49);D13;benigne neoplasma van andere en slecht omschreven delen van tractus digestivus;615;733
