chap;code_icd;diagnostic;hosp_class;hosp_de_jour
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A44;bartonellose;19;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A46;érysipèle;7144;16
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A48;autres maladies bactériennes, non classées ailleurs;281;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A49;infection bactérienne de site non spécifié;236;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A50;syphilis congénitale;0;6
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A51;syphilis précoce;19;8
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A52;syphilis tardive;92;25
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A53;autres syphilis non spécifiée;20;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A54;infection gonococcique;47;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A55;lymphogranulomatose vénérienne à Chlamydia;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A56;autres maladies à Chlamydia sexuellement transmissibles;80;10
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A57;chancre mou;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A58;granulome inguinal;5;16
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A59;trichomonose;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A60;infection anogénitale par le virus de l'herpès [herpes simplex];117;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A63;autres maladies dont le mode de transmission est essentiellement sexuel, non classées ailleurs;188;2604
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A64;maladie sexuellement transmissible, non spécifiée;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A65;syphilis non vénérienne;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A66;pian;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A67;pinta [caraté];< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A68;fièvres récurrentes;10;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A69;autres infections à spirochètes;242;66
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A70;infection à Chlamydia psittaci;5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A71;trachome;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A74;autres maladies à Chlamydia;26;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A75;typhus;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A77;fièvre pourprée [rickettsioses transmises par les tiques];< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A78;fièvre Q;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A79;autres rickettsioses;15;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A80;poliomyélite aiguë;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A81;infection virale atypique du système nerveux central;74;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A82;rage;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A83;encéphalite virale transmise par des moustiques;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A84;encéphalite virale transmise par des tiques;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A85;autres encéphalites virales, non classées ailleurs;31;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A86;encéphalite virale, non spécifiée;108;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A87;méningite virale;1074;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A88;autres infections virales du système nerveux central, non classées ailleurs;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A89;infection virale du système nerveux central, non spécifiée;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A90;dengue [dengue classique];42;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A91;fièvre hémorragique due au virus de la dengue;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A92;autres fièvres transmises par des moustiques;7;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A93;autres fièvres virales transmises par des arthropodes, non classées ailleurs;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A94;fièvre virale transmise par des arthropodes, non spécifiée;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A95;fièvre jaune;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A96;fièvre hémorragique à arénavirus;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A98;autres fièvres hémorragiques virales, non classées ailleurs;95;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);A99;fièvre hémorragique virale, non spécifiée;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);AAA;spécialité psychiatrique;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B00;infections par le virus de l'herpès [herpes simplex];636;9
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B01;varicelle [chickenpox];859;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B02;zona [herpes zoster];1166;33
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B03;variole;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B04;orthopoxvirus simien;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B05;rougeole;129;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B06;rubéole;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B07;verrues d'origine virale;12;677
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B08;autres infections virales caractérisées par des lésions cutanéomuqueuses, non classées ailleurs;618;284
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B09;infection virale caractérisée par des lésions cutanéomuqueuses, non spécifiée;39;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B10;autres virus de l'herpès humain;27;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B15;hépatite aiguë A;105;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B16;hépatite aiguë B;63;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B17;autres hépatites virales aiguës;271;9
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B18;hépatite virale chronique;136;118
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B19;hépatite virale, non spécifiée;93;15
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B20;immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires;454;66
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B25;maladie à cytomégalovirus;358;13
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B26;oreillons;43;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B27;mononucléose infectieuse;811;9
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B30;conjonctivite virale;21;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B33;autres maladies virales, non classées ailleurs;163;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B34;infection virale de site non spécifié;6168;8
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B35;dermatophytose;25;51
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B36;autres mycoses superficielles;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B37;candidose;559;297
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B38;coccidioïdomycose;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B39;histoplasmose;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B40;blastomycose;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B41;paracoccidioïdomycose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B42;sporotrichose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B43;chromomycose et abcès phaeohyphomycosique;0;14
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B44;aspergillose;327;99
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B45;cryptococcose;5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B46;zygomycose;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B47;mycétome;5;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B48;autres mycoses, non classées ailleurs;23;20
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B49;mycose, non spécifiée;10;12
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B50;paludisme à Plasmodium falciparum;411;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B51;paludisme à Plasmodium vivax;20;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B52;paludisme à Plasmodium malariae;15;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B53;autres paludismes spécifiés;28;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B54;paludisme, non spécifié;53;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B55;leishmaniose;8;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B56;trypanosomiase africaine;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B57;maladie de Chagas;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B58;toxoplasmose;32;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B59;pneumocystose;215;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B60;autres maladies dues à des protozoaires, non classées ailleurs;9;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B64;maladie due à des protozoaires, non spécifiée;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B65;schistosomiase [bilharziose];12;13
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B66;autres infections par douves;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B67;échinococcose;54;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B68;infection à tænia;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B69;cysticercose;6;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B70;diphyllobothriase et sparganose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B71;autres infections à cestodes;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B72;dracunculose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B73;onchocercose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B74;filariose;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B75;trichinose;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B76;ankylostomiases;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B77;ascaridiase;< 5;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B78;anguillulose;5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B79;infection à Trichuris trichiuria;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B80;oxyurose;21;49
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B81;autres helminthiases intestinales, non classées ailleurs;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B82;parasitose intestinale, non spécifiée;9;7
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B83;autres helminthiases;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B85;pédiculose et phtiriase;8;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B86;gale;121;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B87;myiase;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B88;autres infestations;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B89;parasitose, non spécifiée;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B90;séquelles de tuberculose;23;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B91;séquelles de poliomyélite;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B92;séquelles de lèpre;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B94;séquelles de maladies infectieuses et parasitaires, autres et non spécifiées;17;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B95;streptocoques, staphylocoques et entérocoques, cause de maladies classées ailleurs;34;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B96;autres agents bactériens, cause de maladies classées ailleurs;89;59
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B97;agents viraux spécifiés, cause de maladies classées ailleurs;239;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B99;maladies infectieuses, autres et non spécifiées;865;22
1 - Certaines maladies infectieuses et parasitaires (A00-B99);;;61055;5530
2 - Tumeurs (C00-D49);C00;néoplasme malin de la lèvre;45;45
2 - Tumeurs (C00-D49);C01;néoplasme malin de la base de la langue;245;210
2 - Tumeurs (C00-D49);C02;néoplasme malin de la langue, parties autres et non spécifiées;386;149
2 - Tumeurs (C00-D49);C03;néoplasme malin de la gencive;75;31
2 - Tumeurs (C00-D49);C04;néoplasme malin du plancher buccal;325;88
2 - Tumeurs (C00-D49);C05;néoplasme malin du palais;94;53
2 - Tumeurs (C00-D49);C06;néoplasme malin de la bouche, parties autres et non spécifiées;155;71
2 - Tumeurs (C00-D49);C07;néoplasme malin de la glande parotide;132;16
2 - Tumeurs (C00-D49);C08;néoplasme malin des glandes salivaires principales, autres et non spécifiées;30;16
2 - Tumeurs (C00-D49);C09;néoplasme malin de l'amygdale;223;145
2 - Tumeurs (C00-D49);C10;néoplasme malin de l'oropharynx;260;133
2 - Tumeurs (C00-D49);C11;néoplasme malin du rhinopharynx;78;69
2 - Tumeurs (C00-D49);C12;néoplasme malin du sinus piriforme;214;130
2 - Tumeurs (C00-D49);C13;néoplasme malin de l'hypopharynx;148;107
2 - Tumeurs (C00-D49);C14;néoplasme malin de la lèvre, de la cavité buccale et du pharynx, de sites autres et mal définis;66;50
2 - Tumeurs (C00-D49);C15;néoplasme malin de l'œsophage;1632;994
2 - Tumeurs (C00-D49);C16;néoplasme malin de l'estomac;1822;893
2 - Tumeurs (C00-D49);C17;néoplasme malin de l'intestin grêle;230;93
2 - Tumeurs (C00-D49);C18;néoplasme malin du côlon;6545;3744
2 - Tumeurs (C00-D49);C19;néoplasme malin de la jonction recto-sigmoïdienne;759;477
2 - Tumeurs (C00-D49);C20;néoplasme malin du rectum;2353;1747
2 - Tumeurs (C00-D49);C21;néoplasme malin de l'anus et du canal anal;240;197
2 - Tumeurs (C00-D49);C22;néoplasme malin du foie et des voies biliaires intrahépatiques;2198;537
2 - Tumeurs (C00-D49);C23;néoplasme malin de la vésicule biliaire;126;41
2 - Tumeurs (C00-D49);C24;néoplasme malin des voies biliaires, autres et non spécifiées;550;149
2 - Tumeurs (C00-D49);C25;néoplasme malin du pancreas;3157;1640
2 - Tumeurs (C00-D49);C26;néoplasme malin des organes digestifs, de sites autres et mal définis;46;31
2 - Tumeurs (C00-D49);C30;néoplasme malin des fosses nasales et de l'oreille moyenne;75;29
2 - Tumeurs (C00-D49);C31;néoplasme malin des sinus de la face;127;41
2 - Tumeurs (C00-D49);C32;néoplasme malin du larynx;581;494
2 - Tumeurs (C00-D49);C33;néoplasme malin de la trachée;30;26
2 - Tumeurs (C00-D49);C34;néoplasme malin des bronches et du poumon;10037;4473
2 - Tumeurs (C00-D49);C37;néoplasme malin du thymus;71;12
2 - Tumeurs (C00-D49);C38;néoplasme malin du cœur, du médiastin et de la plèvre;113;25
2 - Tumeurs (C00-D49);C39;néoplasme malin de l'appareil respiratoire et des organes intrathoraciques, de sites autres et mal définis;< 5;< 5
2 - Tumeurs (C00-D49);C40;néoplasme malin des os et du cartilage articulaire des membres;156;88
2 - Tumeurs (C00-D49);C41;néoplasme malin des os et du cartilage articulaire, de sites autres et non spécifiés;205;203
2 - Tumeurs (C00-D49);C43;mélanome malin de la peau;1112;1147
2 - Tumeurs (C00-D49);C44;néoplasmes malins de la peau, autres et non spécifiés;1636;5662
2 - Tumeurs (C00-D49);C45;mésothéliome;538;122
2 - Tumeurs (C00-D49);C46;sarcome de Kaposi;8;21
2 - Tumeurs (C00-D49);C47;néoplasme malin des nerfs périphériques et du système nerveux autonome;43;30
2 - Tumeurs (C00-D49);C48;néoplasme malin du rétropéritoine et du péritoine;220;89
2 - Tumeurs (C00-D49);C49;néoplasme malin du tissu conjonctif et des autres tissus mous;812;368
2 - Tumeurs (C00-D49);C4A;carcinome à cellules de Merkel;74;31
2 - Tumeurs (C00-D49);C50;néoplasme malin du sein;12354;5688
2 - Tumeurs (C00-D49);C51;néoplasme malin de la vulve;347;146
2 - Tumeurs (C00-D49);C52;néoplasme malin du vagin;80;29
2 - Tumeurs (C00-D49);C53;néoplasme malin du col de l'utérus;873;491
2 - Tumeurs (C00-D49);C54;néoplasme malin du corps de l'utérus;1544;753
2 - Tumeurs (C00-D49);C55;néoplasme malin de l'utérus, partie non spécifiée;49;22
2 - Tumeurs (C00-D49);C56;néoplasme malin de l'ovaire;1435;721
2 - Tumeurs (C00-D49);C57;néoplasme malin des organes génitaux de la femme, autres et non spécifiés;146;64
2 - Tumeurs (C00-D49);C58;néoplasme malin du placenta;6;24
2 - Tumeurs (C00-D49);C60;néoplasme malin du pénis;114;50
2 - Tumeurs (C00-D49);C61;néoplasme malin de la prostate;6726;3865
2 - Tumeurs (C00-D49);C62;néoplasme malin du testicule;342;180
2 - Tumeurs (C00-D49);C63;néoplasme malin des organes génitaux de l'homme, autres et non spécifiés;36;16
2 - Tumeurs (C00-D49);C64;néoplasme malin du rein, à l'exception du bassinet;2218;289
2 - Tumeurs (C00-D49);C65;néoplasme malin du bassinet;352;86
2 - Tumeurs (C00-D49);C66;néoplasme malin de l'uretère;364;158
2 - Tumeurs (C00-D49);C67;néoplasme malin de la vessie;6358;3530
2 - Tumeurs (C00-D49);C68;néoplasme malin des organes urinaires, autres et non spécifiés;87;34
2 - Tumeurs (C00-D49);C69;néoplasme malin de l'œil et de ses annexes;176;151
2 - Tumeurs (C00-D49);C70;néoplasme malin des méninges;99;0
2 - Tumeurs (C00-D49);C71;néoplasme malin du cerveau;2328;226
2 - Tumeurs (C00-D49);C72;néoplasme malin de la moelle épinière, des nerfs crâniens et d'autres parties du système nerveux central;69;33
2 - Tumeurs (C00-D49);C73;néoplasme malin de la thyroïde;1384;22
2 - Tumeurs (C00-D49);C74;néoplasme malin de la surrénale;137;76
2 - Tumeurs (C00-D49);C75;néoplasme malin d'autres glandes endocrines et structures apparentées;50;8
2 - Tumeurs (C00-D49);C76;néoplasme malin de sites autres et mal définis;109;88
2 - Tumeurs (C00-D49);C77;néoplasme malin des ganglions lymphatiques, secondaire et non spécifié;1838;1124
2 - Tumeurs (C00-D49);C78;néoplasme malin secondaire des organes respiratoires et digestifs;5688;2550
2 - Tumeurs (C00-D49);C79;néoplasme malin secondaire de sites autres et non spécifiés;5250;1632
2 - Tumeurs (C00-D49);C7A;tumeurs neuroendocrines malignes;1256;578
2 - Tumeurs (C00-D49);C7B;tumeurs neuroendocrines secondaires;298;95
2 - Tumeurs (C00-D49);C80;néoplasme malin de site non spécifié;360;202
2 - Tumeurs (C00-D49);C81;lymphome de Hodgkin;373;652
2 - Tumeurs (C00-D49);C82;lymphome folliculaire;277;584
2 - Tumeurs (C00-D49);C83;lymphome non folliculaire;1806;1955
2 - Tumeurs (C00-D49);C84;lymphomes à cellules T/NK matures;165;173
2 - Tumeurs (C00-D49);C85;lymphome non hodgkinien, de types autres et non spécifiés;436;346
2 - Tumeurs (C00-D49);C86;autres types spécifiés de lymphomes à cellules T/NK;110;156
2 - Tumeurs (C00-D49);C88;maladies immunoprolifératives malignes et d'autres lymphomes à cellules B;127;338
2 - Tumeurs (C00-D49);C90;myélome multiple et néoplasmes à plasmocytes malins;1289;2167
2 - Tumeurs (C00-D49);C91;leucémie lymphoïde;744;1777
2 - Tumeurs (C00-D49);C92;leucémie myéloïde;1283;4244
2 - Tumeurs (C00-D49);C93;leucémie monocytaire;137;864
2 - Tumeurs (C00-D49);C94;autres leucémies à cellules spécifiées;51;229
2 - Tumeurs (C00-D49);C95;leucémie à cellules non spécifiées;45;76
2 - Tumeurs (C00-D49);C96;néoplasmes malins des tissus lymphoïde, hématopoïétique et apparentés, autres et non spécifiés;65;49
2 - Tumeurs (C00-D49);D00;carcinome in situ de la cavité buccale, de l'œsophage et de l'estomac;111;106
2 - Tumeurs (C00-D49);D01;carcinome in situ des organes digestifs, autres et non spécifiés;392;606
2 - Tumeurs (C00-D49);D02;carcinome in situ de l'oreille moyenne et de l'appareil respiratoire;69;114
2 - Tumeurs (C00-D49);D03;mélanome in situ;62;201
2 - Tumeurs (C00-D49);D04;carcinome in situ de la peau;80;366
2 - Tumeurs (C00-D49);D05;carcinome in situ du sein;898;295
2 - Tumeurs (C00-D49);D06;carcinome in situ du col de l'utérus;527;3747
2 - Tumeurs (C00-D49);D07;carcinome in situ d'organes génitaux, autres et non spécifiés;153;240
2 - Tumeurs (C00-D49);D09;carcinome in situ de sites autres et non spécifiés;2423;1743
2 - Tumeurs (C00-D49);D10;néoplasme bénin de la bouche et du pharynx;64;655
2 - Tumeurs (C00-D49);D11;néoplasme bénin des glandes salivaires principales;824;32
2 - Tumeurs (C00-D49);D12;néoplasme bénin du côlon, du rectum, de l'anus et du canal anal;4010;49593
2 - Tumeurs (C00-D49);D13;néoplasme bénin de parties autres et mal définies de l'appareil digestif;604;863
2 - Tumeurs (C00-D49);D14;néoplasme bénin de l'oreille moyenne et de l'appareil respiratoire;186;336
2 - Tumeurs (C00-D49);D15;néoplasme bénin des organes intrathoraciques, autres et non spécifiés;109;21
2 - Tumeurs (C00-D49);D16;néoplasme bénin des os et du cartilage articulaire;409;1220
2 - Tumeurs (C00-D49);D17;néoplasme lipomateux bénin;886;7223
2 - Tumeurs (C00-D49);D18;hémangiome et lymphangiome, tout site;687;1051
2 - Tumeurs (C00-D49);D19;néoplasme bénin du tissu mésothélial;19;< 5
2 - Tumeurs (C00-D49);D20;néoplasme bénin des tissus mous du rétropéritoine et du péritoine;33;< 5
2 - Tumeurs (C00-D49);D21;autres néoplasmes bénins du tissu conjonctif et des autres tissus mous;193;655
2 - Tumeurs (C00-D49);D22;nævus à mélanocytes;35;1064
2 - Tumeurs (C00-D49);D23;autres néoplasmes bénins de la peau;75;1620
2 - Tumeurs (C00-D49);D24;néoplasme bénin du sein;369;1524
2 - Tumeurs (C00-D49);D25;léiomyome de l'utérus;4742;1487
2 - Tumeurs (C00-D49);D26;autres néoplasmes bénins de l'utérus;230;178
2 - Tumeurs (C00-D49);D27;néoplasme bénin de l'ovaire;2135;763
2 - Tumeurs (C00-D49);D28;néoplasme bénin des organes génitaux de la femme, autres et non spécifiés;66;143
2 - Tumeurs (C00-D49);D29;néoplasme bénin des organes génitaux de l'homme;981;483
2 - Tumeurs (C00-D49);D30;néoplasme bénin des organes urinaires;332;138
2 - Tumeurs (C00-D49);D31;néoplasme bénin de l'œil et de ses annexes;16;82
2 - Tumeurs (C00-D49);D32;néoplasme bénin des méninges;1042;22
2 - Tumeurs (C00-D49);D33;néoplasme bénin de l'encéphale et d'autres parties du système nerveux central;306;65
2 - Tumeurs (C00-D49);D34;néoplasme bénin de la thyroïde;638;< 5
2 - Tumeurs (C00-D49);D35;néoplasme bénin des glandes endocrines, autres et non spécifiées;1163;27
2 - Tumeurs (C00-D49);D36;néoplasme bénin de sites autres et non spécifiés;326;614
2 - Tumeurs (C00-D49);D37;néoplasme à évolution imprévisible ou inconnue de la cavité buccale et des organes digestifs;416;1004
2 - Tumeurs (C00-D49);D38;néoplasme à évolution imprévisible ou inconnue de l'oreille moyenne et des organes respiratoires et intrathoraciques;77;213
2 - Tumeurs (C00-D49);D39;néoplasme à évolution imprévisible ou inconnue des organes génitaux de la femme;219;334
2 - Tumeurs (C00-D49);D3A;tumeurs neuroendocrines bénignes;44;44
2 - Tumeurs (C00-D49);D40;néoplasme à évolution imprévisible ou inconnue des organes génitaux de l'homme;11;31
2 - Tumeurs (C00-D49);D41;néoplasme à évolution imprévisible ou inconnue des organes urinaires;1064;2524
