chap;code_icd;diagnostic;hosp_class;hosp_de_jour
1 - Certaines maladies infectieuses et parasitaires (A00-B99);AAA;spécialité psychiatrique;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B00;infections au virus de l'herpes [herpes simplex];471;12
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B01;varicelle [chickenpox];350;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B02;zoster [herpès zoster];861;38
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B03;variole;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B04;virus orthopox simmien;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B05;rougeole;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B06;rubéole [German measles];< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B07;verrues d'origine virale;5;553
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B08;d'autres infections virales caractérisées par des lésions de la peau et des muqueuses, non classées ailleurs;596;245
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B09;infection virale caractérisée par des lésions muco-cutanées, non spécifiée;38;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B10;autres virus herpès humain;43;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B15;hépatite aiguë A;40;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B16;hépatite aiguë B;35;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B17;autre hépatite aiguë virale;239;6
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B18;hépatite virale chronique;48;49
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B19;hépatite virale, non spécifiée;58;9
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B20;immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires;263;49
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B25;maladie à cytomégalovirus;279;21
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B26;orchite;14;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B27;mononucléose infectieuse;522;17
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B30;conjonctivites virales;12;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B33;d'autres maladies virales;107;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B34;infection virale de site non spécifié;3973;13
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B35;dermatophytose;21;48
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B36;d'autres mycoses superficielles;6;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B37;candidose;429;374
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B38;coccidioïdomycose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B39;histoplasmose;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B40;blastomycose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B41;paracoccidioïdomycose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B42;sporotrichose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B43;chromomycose et abcès phaeohyphomycosique;0;13
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B44;aspergillose;247;90
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B45;cryptococcose;13;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B46;zygomycose;6;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B47;mycétome;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B48;d'autres mycoses, non classées ailleurs;13;31
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B49;mycose, non spécifiée;9;10
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B50;paludisme à Plasmodium falciparum;329;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B51;paludisme à Plasmodium vivax;12;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B52;paludisme à Plasmodium malariae;24;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B53;autre paludisme spécifié;22;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B54;paludisme, non spécifié;41;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B55;leishmaniose;9;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B56;trypanosomiase africaine;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B57;maladie de Chagas;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B58;toxoplasmose;29;7
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B59;pneumocystose;258;6
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B60;d'autres maladies dues à des protozoaires, non classées aillleurs;11;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B64;maladie due à des protozoaires, non spécifiée;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B65;schistosomiase [bilharziasis];13;12
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B66;infection par douves;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B67;échinococcose;42;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B68;infection à Taenia;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B69;cysticercose;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B70;diphyllobothriase et sparganose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B71;d'autres infections par cestodes;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B72;dracunculose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B73;onchocercose;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B74;filariose;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B75;trichinose;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B76;ankylostomiases;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B77;ascaridiase;< 5;7
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B78;anguillulose;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B79;infection à Trichuris trichiuria;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B80;oxyurose;18;60
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B81;d'autres helminthiases intestinales, non classées ailleurs;9;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B82;parasitoses intestinales, non spécifiées;10;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B83;d'autres helminthiases;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B85;pédiculose et phtiriase;7;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B86;gale;96;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B87;myiase;< 5;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B88;d'autres infestations;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B89;parasitose, non spécifiée;0;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B90;séquelles de tuberculose;11;5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B91;séquelles de poliomyélite;< 5;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B92;séquelles de lèpre;0;0
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B94;séquelles de maladies infectieuses et parasitaires, autres et non spécifiées;62;7
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B95;streptocoques, staphylocoques et entérocoques, cause de maladies classées ailleurs;46;< 5
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B96;d'autres agents bactériens, cause de maladies classées ailleurs;101;43
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B97;agents viraux spécifiés, cause de maladies classées ailleurs;612;11
1 - Certaines maladies infectieuses et parasitaires (A00-B99);B99;maladies infectieuses, autres et non spécifiées;737;11
2 - Tumeurs (C00-D49);C00;néoplasme malin de la lèvre;35;66
2 - Tumeurs (C00-D49);C01;néoplasme malin de la langue, base;212;184
2 - Tumeurs (C00-D49);C02;néoplasme malin de parties autres et non spécifiées de la langue;374;146
2 - Tumeurs (C00-D49);C03;néoplasme malin de la gencive;59;26
2 - Tumeurs (C00-D49);C04;néoplasme malin du plancher de la bouche;263;100
2 - Tumeurs (C00-D49);C05;néoplasme malin du palais;74;58
2 - Tumeurs (C00-D49);C06;néoplasme malin de parties autres et non spécifiées de la bouche;122;55
2 - Tumeurs (C00-D49);C07;néoplasme malin de la glande parotide;148;12
2 - Tumeurs (C00-D49);C08;néoplasme malin de la glande salivaire majeure, autre et non spécifiée;33;16
2 - Tumeurs (C00-D49);C09;néoplasme malin de l'amygdale;213;189
2 - Tumeurs (C00-D49);C10;néoplasme malin de l'oropharynx;253;158
2 - Tumeurs (C00-D49);C11;néoplasme malin du rhinopharynx;67;88
2 - Tumeurs (C00-D49);C12;néoplasme malin du sinus piriforme;144;121
2 - Tumeurs (C00-D49);C13;néoplasme malin de l'hypopharynx;120;148
2 - Tumeurs (C00-D49);C14;néoplasme malin d'autres sites mal définis de la lèvre, de la cavité buccale et du pharynx;41;45
2 - Tumeurs (C00-D49);C15;néoplasme malin de l'oesophage;1415;1059
2 - Tumeurs (C00-D49);C16;néoplasme malin de l'estomac;1605;910
2 - Tumeurs (C00-D49);C17;néoplasme malin de l'intestin grêle;237;97
2 - Tumeurs (C00-D49);C18;néoplasme malin du côlon;6068;3795
2 - Tumeurs (C00-D49);C19;néoplasme malin de la jonction recto-sigmoïdienne;664;463
2 - Tumeurs (C00-D49);C20;néoplasme malin du rectum;2172;1966
2 - Tumeurs (C00-D49);C21;néoplasme malin de l'anus et du canal anal;232;265
2 - Tumeurs (C00-D49);C22;néoplasme malin du foie et des canaux biliaires intrahépatiques;1991;745
2 - Tumeurs (C00-D49);C23;néoplasme malin de la vésicule biliaire;126;49
2 - Tumeurs (C00-D49);C24;néoplasme malin de parties autres et non spécifiées des voies biliares;532;145
2 - Tumeurs (C00-D49);C25;néoplasme malin du pancréas;2947;1902
2 - Tumeurs (C00-D49);C26;néoplasme malin d'autres organes digestifs mal définis;42;29
2 - Tumeurs (C00-D49);C30;néoplasme malin des fosses nasales et de l'oreille moyenne;69;46
2 - Tumeurs (C00-D49);C31;néoplasme maliing des sinus accessoires;102;51
2 - Tumeurs (C00-D49);C32;néoplasme malin du larynx;489;561
2 - Tumeurs (C00-D49);C33;néoplasme malin de la trachée;20;19
2 - Tumeurs (C00-D49);C34;néoplasme malin de la bronche et le poumon;8495;4551
2 - Tumeurs (C00-D49);C37;néoplasme malin du thymus;90;19
2 - Tumeurs (C00-D49);C38;néoplasme malin du coeur, du médiastin et de la plèvre;107;36
2 - Tumeurs (C00-D49);C39;néoplasme malin d'autres sites mal définis du système respiratoire;0;< 5
2 - Tumeurs (C00-D49);C40;néoplasme malin des os et du cartilage articulaire des membres;162;140
2 - Tumeurs (C00-D49);C41;néoplasme malin de l'os et du cartilage de sites autres et non spécifiés;229;101
2 - Tumeurs (C00-D49);C43;mélanome malin de la peau;1010;1265
2 - Tumeurs (C00-D49);C44;néoplasme malin autre et non spécifié de la peau;1099;5759
2 - Tumeurs (C00-D49);C45;mésothéliome;479;107
2 - Tumeurs (C00-D49);C46;sarcome de Kaposi de la peau;6;15
2 - Tumeurs (C00-D49);C47;néoplasme malin des nerfs périphériques et du système nerveux autonome;43;17
2 - Tumeurs (C00-D49);C48;néoplasme malin du rétropéritoine et du péritoine;217;133
2 - Tumeurs (C00-D49);C49;néoplasme malin d'autres tissus conjonctifs et tissus mous;798;340
2 - Tumeurs (C00-D49);C4A;carcinome à cellules de Merkel;53;44
2 - Tumeurs (C00-D49);C50;néoplasme malin du sein;12293;5981
2 - Tumeurs (C00-D49);C51;néoplasme malin de la vulve;302;115
2 - Tumeurs (C00-D49);C52;néoplasme malin du vagin;62;41
2 - Tumeurs (C00-D49);C53;néoplasme malin du col de l'utérus;887;405
2 - Tumeurs (C00-D49);C54;néoplasme malin du corps utérin;1501;770
2 - Tumeurs (C00-D49);C55;néoplasme malin de l'utérus, partie non spécifiée;53;17
2 - Tumeurs (C00-D49);C56;néoplasme malin de l'ovaire;1426;851
2 - Tumeurs (C00-D49);C57;néoplasme malin d'organes génitaux féminins autres et non spécifiés;156;91
2 - Tumeurs (C00-D49);C58;néoplasme malin du placenta;< 5;6
2 - Tumeurs (C00-D49);C60;néoplasme malin du pénis;130;70
2 - Tumeurs (C00-D49);C61;néoplasme malinde la prostate;6876;4566
2 - Tumeurs (C00-D49);C62;néoplasme malin du testicule;315;241
2 - Tumeurs (C00-D49);C63;néoplasme malin d'organes génitaux masculins autres et non spécifiés;20;9
2 - Tumeurs (C00-D49);C64;néoplasme malin du rein, à l'exception du bassinet;2126;327
2 - Tumeurs (C00-D49);C65;néoplasme malin du bassinet;309;102
2 - Tumeurs (C00-D49);C66;néoplasme malin de l'uretère;318;151
2 - Tumeurs (C00-D49);C67;néoplasme malin de la vessie;6413;3708
2 - Tumeurs (C00-D49);C68;néoplasme malin d'organes urinaires autres et non spécifiés;87;45
2 - Tumeurs (C00-D49);C69;néoplasme malin de l'oeil et des annexes;189;166
2 - Tumeurs (C00-D49);C70;néoplasme malin des méninges;96;5
2 - Tumeurs (C00-D49);C71;néoplasme malin du cerveau;2112;319
2 - Tumeurs (C00-D49);C72;néoplasme malin de la moelle épinière, des nerfs crâniens et d'autres parties du système nerveux central;57;60
2 - Tumeurs (C00-D49);C73;néoplasme malin de la thyroïde;1471;34
2 - Tumeurs (C00-D49);C74;néoplasme malin de la surrénale;111;73
2 - Tumeurs (C00-D49);C75;néoplasme malin d'autres glandes endocrines et structures apparentées;42;18
2 - Tumeurs (C00-D49);C76;néoplasme malin d'autres sites mal définis;89;109
2 - Tumeurs (C00-D49);C77;néoplasme malin secondaire et non spécifié des ganglions lymphatiques;1511;1205
2 - Tumeurs (C00-D49);C78;néoplasme malin secondaire des organes respiratoires et digestifs;5166;2802
2 - Tumeurs (C00-D49);C79;néoplasme malin secondaire de sites autres et non spécifiés;4552;1369
2 - Tumeurs (C00-D49);C7A;tumeurs neuroendocrines malignes;1278;614
2 - Tumeurs (C00-D49);C7B;tumeurs neuroendocrines secondaires;353;115
2 - Tumeurs (C00-D49);C80;néoplasme maling de site non spécifié;275;190
2 - Tumeurs (C00-D49);C81;lymphome hodgkinien;284;613
2 - Tumeurs (C00-D49);C82;lymphome folliculaire;250;577
2 - Tumeurs (C00-D49);C83;lymphome non follicullaire;1636;2147
2 - Tumeurs (C00-D49);C84;lymphomes à cellules T/NK matures;144;236
2 - Tumeurs (C00-D49);C85;d'autres types spécifiés et non spécifiés d'un lymphome non hodgkinien;400;349
2 - Tumeurs (C00-D49);C86;d'autres types de lymphomes à cellules T/NK;88;110
2 - Tumeurs (C00-D49);C88;maladies immunoprolifératives malignes et certains autres lymphomes à cellules B;134;393
2 - Tumeurs (C00-D49);C90;myélome multiple et néoplasmes malins à plasmocytes;1242;1939
2 - Tumeurs (C00-D49);C91;leucémie lymphoïde;671;1969
2 - Tumeurs (C00-D49);C92;leucémie myéloblastique;1060;4250
2 - Tumeurs (C00-D49);C93;leucémie monocytaire;125;1007
2 - Tumeurs (C00-D49);C94;autres leucémies à cellules spécifiées;34;245
2 - Tumeurs (C00-D49);C95;leucémie à cellules non spécifiées;50;75
2 - Tumeurs (C00-D49);C96;néoplasmes malins autres et non spécifiés des tissus lymphoïde, hématopoïétique et apparentés;78;154
2 - Tumeurs (C00-D49);D00;carcinome in situ de la cavité buccale, de l'oesophage et de l'estomac;100;104
2 - Tumeurs (C00-D49);D01;carcinome in situ d'organes digestifs autres et non spécifiés;415;570
2 - Tumeurs (C00-D49);D02;carcinome in situ de l'oreille moyenne et du système respiratoire;72;124
2 - Tumeurs (C00-D49);D03;mélanome in situ;51;212
2 - Tumeurs (C00-D49);D04;carninome in situ de la peau;48;423
2 - Tumeurs (C00-D49);D05;carcinome in situ du sein;952;382
2 - Tumeurs (C00-D49);D06;carcinome in situ du col de l'utérus;468;3420
2 - Tumeurs (C00-D49);D07;carcinoma in situ d'organes génitaux autres et non spécifiés;142;233
2 - Tumeurs (C00-D49);D09;carcinome in situ de sites autres et non spécifiés;2820;2211
2 - Tumeurs (C00-D49);D10;néoplasme bénin de la bouche et du pharynx;40;706
2 - Tumeurs (C00-D49);D11;néoplasme bénin des glandes salivaires majeures;892;36
2 - Tumeurs (C00-D49);D12;néoplasme bénin du côlon, du rectum, de l'anus et du canal anal;3544;50817
2 - Tumeurs (C00-D49);D13;néoplasme bénnin d'autres parties mal définies du système digestief;635;1120
2 - Tumeurs (C00-D49);D14;néoplasme bénin de l'oreille moyenne et du système respiratoire;168;349
2 - Tumeurs (C00-D49);D15;néoplasme bénin d'organes intrathoraciques autres et non spécifiés;117;11
2 - Tumeurs (C00-D49);D16;néoplasme bénin de l'os en du cartilage articulaire;369;1011
2 - Tumeurs (C00-D49);D17;néoplasme lipomateux bénin;723;6745
2 - Tumeurs (C00-D49);D18;hémangiome et lymphangiome;700;1048
2 - Tumeurs (C00-D49);D19;néoplasme bénin du tissu mésothélial;27;6
2 - Tumeurs (C00-D49);D20;néoplasme bénin des tissus mous du rétropéritoine et du péritoine;28;0
2 - Tumeurs (C00-D49);D21;andere néoplasme bénin du tissu conjonctif et d'autres tissus mous;186;704
2 - Tumeurs (C00-D49);D22;naevus mélanocytaire;30;917
2 - Tumeurs (C00-D49);D23;autre néoplasme bénin de la peau;40;1492
2 - Tumeurs (C00-D49);D24;néoplasme bénin du sein;311;1664
2 - Tumeurs (C00-D49);D25;léiomyome de l'utérus;4628;1682
2 - Tumeurs (C00-D49);D26;autre néoplasme bénin de l'utérus;194;193
2 - Tumeurs (C00-D49);D27;néoplasme bénin de l'ovaire;2104;910
2 - Tumeurs (C00-D49);D28;néoplasme bénin d'organes génitaux féminins autres et non spécifiés;58;111
2 - Tumeurs (C00-D49);D29;néoplsams bénin des organes génitaux masculins;915;578
2 - Tumeurs (C00-D49);D30;néoplasme bénin des organes urinaires;322;134
2 - Tumeurs (C00-D49);D31;néoplasme bénin de l'oeil et des annexes;11;100
2 - Tumeurs (C00-D49);D32;néoplasme bénin des méninges;1072;17
2 - Tumeurs (C00-D49);D33;néoplasme bénin du cerveau et d'autres parties du système nerveux central;336;19
2 - Tumeurs (C00-D49);D34;néoplasme bénin de la thyroïde;657;8
2 - Tumeurs (C00-D49);D35;néoplasme bénin de glandes endocrines autres et non spécifiées;1248;33
2 - Tumeurs (C00-D49);D36;néoplasme bénin de sites autres et non spécifiés;286;574
2 - Tumeurs (C00-D49);D37;néoplasme à comportement imprévisible de la cavité buccale et des organes digestifs;350;848
2 - Tumeurs (C00-D49);D38;néoplasme à comportement imprévisible de l'oreille moyenne, des organes respiratoires et des organes intrathoraciques;72;74
2 - Tumeurs (C00-D49);D39;néoplasme à comportement imprévisible des organes génitaux féminins;196;172
2 - Tumeurs (C00-D49);D3A;tumeurs neuroencocrine bénignes;32;61
2 - Tumeurs (C00-D49);D40;néoplasme à comportement imprévisible des organes génitaux masculins;9;21
2 - Tumeurs (C00-D49);D41;néoplasme à comportement imprévisible des organes urinaires;944;2403
2 - Tumeurs (C00-D49);D42;néoplasme à comportement imprévisible des méninges;44;0
2 - Tumeurs (C00-D49);D43;néoplasme à comportement imprévisible du cerveau et du système nerveux central;105;14
2 - Tumeurs (C00-D49);D44;néoplasme à comportement imprévisible des glandes endocrines;93;17
