hfdst;icd_code;diagnose;klass_hosp;dag_hosp
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A55;lymphogranuloma venereum door Chlamydia;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A56;andere sexueel overdraagbare ziekten door Chlamydia;80;10
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A57;ulcus molle [chancroïd];0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A58;granuloma inguinale;5;16
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A59;trichomoniasis;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A60;anogenitale herpesvirusinfectie [herpes simplex];117;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A63;andere hoofdzakelijk seksueel overdraagbare ziekten, niet elders geclassificeerd;188;2604
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A64;niet gespecificeerde seksueel overdraagbare ziekte;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A65;niet-venerische syfilis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A66;framboesia;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A67;pinta [carate];< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A68;febris recurrens;10;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A69;andere spirocheteninfecties;242;66
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A70;infecties door Chlamydia psittaci;5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A71;trachoom;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A74;andere ziekten veroorzaakt door Chlamydia;26;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A75;vlektyfus;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A77;vlekkenkoorts [door teken overgedragen rickettsiosen];< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A78;Q-koorts;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A79;andere rickettsiosen;15;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A80;acute poliomyelitis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A81;atypische virusinfectie van centraal zenuwstelsel;74;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A82;rabiës;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A83;door muggen overgebrachte virale encefalitis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A84;door teken overgebrachte virale encefalitis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A85;andere virale encefalitis, niet elders geclassificeerd;31;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A86;niet gespecificeerde virale encefalitis;108;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A87;virale meningitis;1074;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A88;andere virale infecties van centraal zenuwstelsel, niet elders geclassificeerd;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A89;niet gespecificeerde virusinfectie van centraal zenuwstelsel;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A90;dengue-koorts [klassieke dengue];42;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A91;Dengue-hemorragische koorts;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A92;andere door muggen overgebrachte koorts;7;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A93;andere door artropoden overgebrachte virale koorts, niet elders geclassificeerd;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A94;niet gespecificeerde door artropoden overgebrachte virale koorts;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A95;gele koorts;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A96;hemorragische koorts door arenavirus;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A98;andere virale hemorragische koorts, niet elders geclassificeerd;95;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A99;niet gespecificeerde virale hemorragische koorts;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);AAA;psychiatrisch specialisme;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B00;herpesvirusinfecties [herpes simplex];636;9
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B01;varicella [waterpokken];859;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B02;zoster [herpes zoster];1166;33
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B03;pokken;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B04;apenpokken;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B05;mazelen;129;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B06;rubella;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B07;virale wratten;12;677
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B08;andere virusinfecties gekenmerkt door letsels van huid en slijmvliezen, niet elders geclassificeerd;618;284
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B09;niet gespecificeerde virusinfectie gekenmerkt door huid- en slijmvliesletsels;39;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B10;andere humane herpesvirussen;27;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B15;acute hepatitis A;105;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B16;acute hepatitis B;63;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B17;andere acute virale hepatitis;271;9
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B18;chronische hepatitis;136;118
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B19;niet gespecificeerde virushepatitis;93;15
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B20;ziekte door humaan immunodeficiëntievirus [HIV] leidend tot infectieziekten en parasitaire aandoeningen;454;66
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B25;ziekte door cytomegalovirus;358;13
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B26;bof;43;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B27;infectieuze mononucleosis;811;9
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B30;virale conjunctivitis;21;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B33;andere virale ziekten, niet elders geclassificeerd;163;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B34;virale infectie van niet gespecificeerde lokalisatie;6168;8
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B35;dermatophytosis;25;51
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B36;andere oppervlakkige mycosen;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B37;candidiasis;559;297
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B38;coccidioïdomycose;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B39;histoplasmose;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B40;blastomycose;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B41;paracoccidioïdomycose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B42;sporotrichose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B43;chromomycose en feomycotisch abces;0;14
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B44;aspergillosis;327;99
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B45;cryptococcose;5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B46;zygomycose;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B47;mycetoom;5;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B48;andere mycosen, niet elders geclassificeerd;23;20
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B49;niet gespecificeerde mycose;10;12
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B50;malaria door Plasmodium falciparum;411;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B51;malaria door Plasmodium vivax;20;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B52;malaria door Plasmodium malariae;15;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B53;andere gespecificeerde malaria;28;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B54;niet gespecificeerde malaria;53;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B55;leishmaniasis;8;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B56;Afrikaanse trypanosomiasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B57;ziekte van Chagas;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B58;toxoplasmose;32;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B59;pneumocystose;215;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B60;andere ziekten door protozoën, niet elders geclassificeerd;9;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B64;niet gespecificeerde ziekte door protozoën;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B65;schistosomiasis [bilharziasis];12;13
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B66;andere trematodeninfectie;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B67;echinococcose;54;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B68;taeniasis;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B69;cysticercose;6;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B70;diphyllobothriasis en sparganose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B71;andere cestodeninfecties;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B72;dracunculiasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B73;onchocerciasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B74;filariasis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B75;trichinose;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B76;haakwormziekten;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B77;ascariasis;< 5;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B78;strongyloidiasis;5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B79;trichuriasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B80;enterobiasis;21;49
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B81;andere intestinale wormziekten, niet elders geclassificeerd;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B82;niet gespecificeerd intestinaal parasitisme;9;7
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B83;andere wormziekten;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B85;pediculose en phthiriasis;8;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B86;scabiës;121;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B87;myiasis;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B88;andere infestaties;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B89;niet gespecificeerde parasitaire ziekten;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B90;sekwellen van tuberculose;23;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B91;sekwellen van poliomyelitis;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B92;sekwellen van lepra;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B94;sekwellen van andere en niet gespecificeerde infectieziekten en parasitaire ziekten;17;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B95;streptokokken, stafylokokken en enterokokken als oorzaak van ziekten elders geclassificeerd;34;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B96;andere bacteriële agentia als oorzaak van ziekten elders geclassificeerd;89;59
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B97;virale agentia als oorzaak van ziekten elders geclassificeerd;239;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B99;andere en niet gespecificeerde infectieziekten;865;22
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);;;61055;5530
2 - Nieuwvormingen (C00-D49);C00;maligne neoplasma van lip;45;45
2 - Nieuwvormingen (C00-D49);C01;maligne neoplasma van tongbasis;245;210
2 - Nieuwvormingen (C00-D49);C02;maligne neoplasma van andere en niet gespecificeerde delen van tong;386;149
2 - Nieuwvormingen (C00-D49);C03;maligne neoplasma van tandvlees;75;31
2 - Nieuwvormingen (C00-D49);C04;maligne neoplasma van mondbodem;325;88
2 - Nieuwvormingen (C00-D49);C05;maligne neoplasma van gehemelte;94;53
2 - Nieuwvormingen (C00-D49);C06;maligne neoplasma van andere en niet gespecificeerde delen van mond;155;71
2 - Nieuwvormingen (C00-D49);C07;maligne neoplasma van glandula parotidea;132;16
2 - Nieuwvormingen (C00-D49);C08;maligne neoplasma van grote speekselklier, andere en niet gespecificeerd;30;16
2 - Nieuwvormingen (C00-D49);C09;maligne neoplasma van tonsil;223;145
2 - Nieuwvormingen (C00-D49);C10;maligne neoplasma van orofarynx;260;133
2 - Nieuwvormingen (C00-D49);C11;maligne neoplasma van nasofarynx;78;69
2 - Nieuwvormingen (C00-D49);C12;maligne neoplasma van sinus pyriformis;214;130
2 - Nieuwvormingen (C00-D49);C13;maligne neoplasma van hypofarynx;148;107
2 - Nieuwvormingen (C00-D49);C14;maligne neoplasma van andere en slecht omschreven lokalisaties in lip, mond- en keelholte;66;50
2 - Nieuwvormingen (C00-D49);C15;maligne neoplasma van oesofagus;1632;994
2 - Nieuwvormingen (C00-D49);C16;maligne neoplasma van maag;1822;893
2 - Nieuwvormingen (C00-D49);C17;maligne neoplasma van dunne darm;230;93
2 - Nieuwvormingen (C00-D49);C18;maligne neoplasma van colon;6545;3744
2 - Nieuwvormingen (C00-D49);C19;maligne neoplasma van rectosigmoïdale overgang;759;477
2 - Nieuwvormingen (C00-D49);C20;maligne neoplasma van rectum;2353;1747
2 - Nieuwvormingen (C00-D49);C21;maligne neoplasma van anus en anaal kanaal;240;197
2 - Nieuwvormingen (C00-D49);C22;maligne neoplasma van lever en intrahepatische galwegen;2198;537
2 - Nieuwvormingen (C00-D49);C23;maligne neoplasma van galblaas;126;41
2 - Nieuwvormingen (C00-D49);C24;maligne neoplasma van andere en niet gespecificeerde delen van galwegen;550;149
2 - Nieuwvormingen (C00-D49);C25;maligne neoplasma van pancreas;3157;1640
2 - Nieuwvormingen (C00-D49);C26;maligne neoplasma van andere en slecht omschreven delen van spijsverteringsstelsel ;46;31
2 - Nieuwvormingen (C00-D49);C30;maligne neoplasma van neusholte en middenoor;75;29
2 - Nieuwvormingen (C00-D49);C31;maligne neoplasma van neusbijholten;127;41
2 - Nieuwvormingen (C00-D49);C32;maligne neoplasma van larynx;581;494
2 - Nieuwvormingen (C00-D49);C33;maligne neoplasma van trachea;30;26
2 - Nieuwvormingen (C00-D49);C34;maligne neoplasma van bronchus en long;10037;4473
2 - Nieuwvormingen (C00-D49);C37;maligne neoplasma van thymus;71;12
2 - Nieuwvormingen (C00-D49);C38;maligne neoplasma van hart, mediastinum en pleura;113;25
2 - Nieuwvormingen (C00-D49);C39;maligne neoplasma van andere en slecht omschreven lokalisaties van ademhalingsstelsel en intrathoracale organen;< 5;< 5
2 - Nieuwvormingen (C00-D49);C40;maligne neoplasma van botten en gewrichtskraakbeen ledematen;156;88
2 - Nieuwvormingen (C00-D49);C41;maligne neoplasma van botten en gewrichtskraakbeen van andere en niet gespecificeerde lokalisaties;205;203
2 - Nieuwvormingen (C00-D49);C43;maligne melanoom van huid;1112;1147
2 - Nieuwvormingen (C00-D49);C44;andere en niet gespecificeerde maligne neoplasmata van huid;1636;5662
2 - Nieuwvormingen (C00-D49);C45;mesothelioom;538;122
2 - Nieuwvormingen (C00-D49);C46;Kaposi-sarcoom;8;21
2 - Nieuwvormingen (C00-D49);C47;maligne neoplasma van perifere zenuwen en autonoom zenuwstelsel;43;30
2 - Nieuwvormingen (C00-D49);C48;maligne neoplasma van retroperitoneale ruimte en peritoneum;220;89
2 - Nieuwvormingen (C00-D49);C49;maligne neoplasma van ander bindweefsel en weke delen;812;368
2 - Nieuwvormingen (C00-D49);C4A;merkelcelcarcinoom;74;31
2 - Nieuwvormingen (C00-D49);C50;maligne neoplasma van mamma;12354;5688
2 - Nieuwvormingen (C00-D49);C51;maligne neoplasma van vulva;347;146
2 - Nieuwvormingen (C00-D49);C52;maligne neoplasma van vagina;80;29
2 - Nieuwvormingen (C00-D49);C53;maligne neoplasma van cervix uteri;873;491
2 - Nieuwvormingen (C00-D49);C54;maligne neoplasma van corpus uteri;1544;753
2 - Nieuwvormingen (C00-D49);C55;maligne neoplasma van uterus, deel niet gespecificeerd;49;22
2 - Nieuwvormingen (C00-D49);C56;maligne neoplasma van ovarium;1435;721
2 - Nieuwvormingen (C00-D49);C57;maligne neoplasma van andere en niet gespecificeerde vrouwelijke geslachtsorganen;146;64
2 - Nieuwvormingen (C00-D49);C58;maligne neoplasma van placenta;6;24
2 - Nieuwvormingen (C00-D49);C60;maligne neoplasma van penis;114;50
2 - Nieuwvormingen (C00-D49);C61;maligne neoplasma van prostaat;6726;3865
2 - Nieuwvormingen (C00-D49);C62;maligne neoplasma van testis;342;180
2 - Nieuwvormingen (C00-D49);C63;maligne neoplasma van andere en niet gespecificeerde mannelijke geslachtsorganen;36;16
2 - Nieuwvormingen (C00-D49);C64;maligne neoplasma van nier, behalve nierbekken;2218;289
2 - Nieuwvormingen (C00-D49);C65;maligne neoplasma van nierbekken;352;86
2 - Nieuwvormingen (C00-D49);C66;maligne neoplasma van ureter;364;158
2 - Nieuwvormingen (C00-D49);C67;maligne neoplasma van blaas;6358;3530
2 - Nieuwvormingen (C00-D49);C68;maligne neoplasma van andere en niet gespecificeerde delen van nier en urinewegen;87;34
2 - Nieuwvormingen (C00-D49);C69;maligne neoplasma van oog en adnexen;176;151
2 - Nieuwvormingen (C00-D49);C70;maligne neoplasma van hersenvliezen;99;0
2 - Nieuwvormingen (C00-D49);C71;maligne neoplasma van hersenen;2328;226
2 - Nieuwvormingen (C00-D49);C72;maligne neoplasma van ruggenmerg, hersenzenuwen en andere delen van centraal zenuwstelsel;69;33
2 - Nieuwvormingen (C00-D49);C73;maligne neoplasma van schildklier;1384;22
2 - Nieuwvormingen (C00-D49);C74;maligne neoplasma van bijnier;137;76
2 - Nieuwvormingen (C00-D49);C75;maligne neoplasma van andere endocriene klieren en verwante structuren;50;8
2 - Nieuwvormingen (C00-D49);C76;maligne neoplasma van andere en slecht omschreven lokalisaties;109;88
2 - Nieuwvormingen (C00-D49);C77;secundaire en niet gespecificeerde maligne neoplasmata van lymfeklieren;1838;1124
2 - Nieuwvormingen (C00-D49);C78;secundair maligne neoplasma van ademhalingsorganen en spijsverteringsorganen;5688;2550
2 - Nieuwvormingen (C00-D49);C79;secundair maligne neoplasma van andere en niet gespecificeerde lokalisaties;5250;1632
2 - Nieuwvormingen (C00-D49);C7A;maligne neuro-endocriene tumoren;1256;578
2 - Nieuwvormingen (C00-D49);C7B;secundaire neuro-endocriene tumoren;298;95
2 - Nieuwvormingen (C00-D49);C80;maligne neoplasma zonder gespecificeerde lokalisatie;360;202
2 - Nieuwvormingen (C00-D49);C81;Hodgkin-lymfoom;373;652
2 - Nieuwvormingen (C00-D49);C82;folliculair lymfoom;277;584
2 - Nieuwvormingen (C00-D49);C83;non-folliculair lymfoom;1806;1955
2 - Nieuwvormingen (C00-D49);C84;lymfomen met rijpe T/NK-cellen;165;173
2 - Nieuwvormingen (C00-D49);C85;andere en niet gespecificeerde typen van non-Hodgkin-lymfoom;436;346
2 - Nieuwvormingen (C00-D49);C86;andere gespecificeerde typen van T/NK-cel lymfoom;110;156
2 - Nieuwvormingen (C00-D49);C88;maligne immunoproliferatieve ziekten en andere B-cel lymfomen;127;338
2 - Nieuwvormingen (C00-D49);C90;multipel myeloom en maligne plasmacel neoplasma;1289;2167
2 - Nieuwvormingen (C00-D49);C91;lymfatische leukemie;744;1777
2 - Nieuwvormingen (C00-D49);C92;myeloïde leukemie;1283;4244
2 - Nieuwvormingen (C00-D49);C93;monocytaire leukemie;137;864
2 - Nieuwvormingen (C00-D49);C94;andere vormen van leukemie van gespecificeerd celtype;51;229
2 - Nieuwvormingen (C00-D49);C95;leukemie van niet gespecificeerd celtype;45;76
2 - Nieuwvormingen (C00-D49);C96;andere en niet gespecificeerde maligne neoplasmata van lymfoïd, hematopoëtisch en verwant weefsel;65;49
2 - Nieuwvormingen (C00-D49);D00;carcinoma in situ van mondholte, oesofagus en maag;111;106
2 - Nieuwvormingen (C00-D49);D01;carcinoma in situ van andere en niet gespecificeerde organen van tractus digestivus;392;606
2 - Nieuwvormingen (C00-D49);D02;carcinoma in situ van middenoor en tractus respiratorius;69;114
2 - Nieuwvormingen (C00-D49);D03;melanoma in situ;62;201
2 - Nieuwvormingen (C00-D49);D04;carcinoma in situ van huid;80;366
2 - Nieuwvormingen (C00-D49);D05;carcinoma in situ van mamma;898;295
2 - Nieuwvormingen (C00-D49);D06;carcinoma in situ van cervix uteri;527;3747
2 - Nieuwvormingen (C00-D49);D07;carcinoma in situ van andere en niet gespecificeerde geslachtsorganen;153;240
