hfdst;icd_code;diagnose;klass_hosp;dag_hosp
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B73;onchocerciasis;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B74;filariasis;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B75;trichinose;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B76;haakwormziekten;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B77;ascariasis;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B78;strongyloidiasis;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B79;trichuriasis;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B80;enterobiasis;23;70
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B81;andere intestinale wormziekten, niet elders geclassificeerd;5;10
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B82;niet gespecificeerd intestinaal parasitisme;11;8
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B83;andere wormziekten;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B85;pediculose en phthiriasis;< 5;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B86;scabiës;76;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B87;myiasis;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B88;andere infestaties;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B89;niet gespecificeerde parasitaire ziekten;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B90;sekwellen van tuberculose;5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B91;sekwellen van poliomyelitis;< 5;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B92;sekwellen van lepra;0;0
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B94;sekwellen van andere en niet gespecificeerde infectieziekten en parasitaire ziekten;10;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B95;streptokokken, stafylokokken en enterokokken als oorzaak van ziekten elders geclassificeerd;52;7
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B96;andere bacteriële agentia als oorzaak van ziekten elders geclassificeerd;176;185
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B97;virale agentia als oorzaak van ziekten elders geclassificeerd;306;< 5
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B99;andere en niet gespecificeerde infectieziekten;937;14
I - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);;;59334;5744
II - Nieuwvormingen (C00-D49);C00;maligne neoplasma van lip;38;45
II - Nieuwvormingen (C00-D49);C01;maligne neoplasma van tongbasis;245;160
II - Nieuwvormingen (C00-D49);C02;maligne neoplasma van andere en niet gespecificeerde delen van tong;374;129
II - Nieuwvormingen (C00-D49);C03;maligne neoplasma van tandvlees;72;25
II - Nieuwvormingen (C00-D49);C04;maligne neoplasma van mondbodem;287;96
II - Nieuwvormingen (C00-D49);C05;maligne neoplasma van gehemelte;107;54
II - Nieuwvormingen (C00-D49);C06;maligne neoplasma van andere en niet gespecificeerde delen van mond;124;61
II - Nieuwvormingen (C00-D49);C07;maligne neoplasma van glandula parotidea;154;15
II - Nieuwvormingen (C00-D49);C08;maligne neoplasma van grote speekselklier, andere en niet gespecificeerd;44;8
II - Nieuwvormingen (C00-D49);C09;maligne neoplasma van tonsil;234;147
II - Nieuwvormingen (C00-D49);C10;maligne neoplasma van orofarynx;284;142
II - Nieuwvormingen (C00-D49);C11;maligne neoplasma van nasofarynx;89;50
II - Nieuwvormingen (C00-D49);C12;maligne neoplasma van sinus pyriformis;230;151
II - Nieuwvormingen (C00-D49);C13;maligne neoplasma van hypofarynx;145;97
II - Nieuwvormingen (C00-D49);C14;maligne neoplasma van andere en slecht omschreven lokalisaties in lip, mond- en keelholte;78;52
II - Nieuwvormingen (C00-D49);C15;maligne neoplasma van oesofagus;1529;937
II - Nieuwvormingen (C00-D49);C16;maligne neoplasma van maag;1753;841
II - Nieuwvormingen (C00-D49);C17;maligne neoplasma van dunne darm;205;75
II - Nieuwvormingen (C00-D49);C18;maligne neoplasma van colon;6804;3610
II - Nieuwvormingen (C00-D49);C19;maligne neoplasma van rectosigmoïdale overgang;832;480
II - Nieuwvormingen (C00-D49);C20;maligne neoplasma van rectum;2579;1869
II - Nieuwvormingen (C00-D49);C21;maligne neoplasma van anus en anaal kanaal;223;215
II - Nieuwvormingen (C00-D49);C22;maligne neoplasma van lever en intrahepatische galwegen;2257;426
II - Nieuwvormingen (C00-D49);C23;maligne neoplasma van galblaas;136;38
II - Nieuwvormingen (C00-D49);C24;maligne neoplasma van andere en niet gespecificeerde delen van galwegen;453;109
II - Nieuwvormingen (C00-D49);C25;maligne neoplasma van pancreas;2989;1158
II - Nieuwvormingen (C00-D49);C26;maligne neoplasma van andere en slecht omschreven delen van spijsverteringsstelsel ;52;15
II - Nieuwvormingen (C00-D49);C30;maligne neoplasma van neusholte en middenoor;68;38
II - Nieuwvormingen (C00-D49);C31;maligne neoplasma van neusbijholten;120;27
II - Nieuwvormingen (C00-D49);C32;maligne neoplasma van larynx;634;477
II - Nieuwvormingen (C00-D49);C33;maligne neoplasma van trachea;24;18
II - Nieuwvormingen (C00-D49);C34;maligne neoplasma van bronchus en long;9632;3951
II - Nieuwvormingen (C00-D49);C37;maligne neoplasma van thymus;60;< 5
II - Nieuwvormingen (C00-D49);C38;maligne neoplasma van hart, mediastinum en pleura;173;60
II - Nieuwvormingen (C00-D49);C39;maligne neoplasma van andere en slecht omschreven lokalisaties van ademhalingsstelsel en intrathoracale organen;< 5;< 5
II - Nieuwvormingen (C00-D49);C40;maligne neoplasma van botten en gewrichtskraakbeen ledematen;186;60
II - Nieuwvormingen (C00-D49);C41;maligne neoplasma van botten en gewrichtskraakbeen van andere en niet gespecificeerde lokalisaties;247;167
II - Nieuwvormingen (C00-D49);C43;maligne melanoom van huid;1119;896
II - Nieuwvormingen (C00-D49);C44;andere en niet gespecificeerde maligne neoplasmata van huid;1651;4743
II - Nieuwvormingen (C00-D49);C45;mesothelioom;580;75
II - Nieuwvormingen (C00-D49);C46;Kaposi-sarcoom;14;13
II - Nieuwvormingen (C00-D49);C47;maligne neoplasma van perifere zenuwen en autonoom zenuwstelsel;55;20
II - Nieuwvormingen (C00-D49);C48;maligne neoplasma van retroperitoneale ruimte en peritoneum;229;79
II - Nieuwvormingen (C00-D49);C49;maligne neoplasma van ander bindweefsel en weke delen;818;338
II - Nieuwvormingen (C00-D49);C4A;merkelcelcarcinoom;67;37
II - Nieuwvormingen (C00-D49);C50;maligne neoplasma van mamma;12289;4875
II - Nieuwvormingen (C00-D49);C51;maligne neoplasma van vulva;293;116
II - Nieuwvormingen (C00-D49);C52;maligne neoplasma van vagina;71;34
II - Nieuwvormingen (C00-D49);C53;maligne neoplasma van cervix uteri;864;387
II - Nieuwvormingen (C00-D49);C54;maligne neoplasma van corpus uteri;1621;624
II - Nieuwvormingen (C00-D49);C55;maligne neoplasma van uterus, deel niet gespecificeerd;75;22
II - Nieuwvormingen (C00-D49);C56;maligne neoplasma van ovarium;1509;531
II - Nieuwvormingen (C00-D49);C57;maligne neoplasma van andere en niet gespecificeerde vrouwelijke geslachtsorganen;151;84
II - Nieuwvormingen (C00-D49);C58;maligne neoplasma van placenta;< 5;< 5
II - Nieuwvormingen (C00-D49);C60;maligne neoplasma van penis;126;46
II - Nieuwvormingen (C00-D49);C61;maligne neoplasma van prostaat;6616;3220
II - Nieuwvormingen (C00-D49);C62;maligne neoplasma van testis;332;191
II - Nieuwvormingen (C00-D49);C63;maligne neoplasma van andere en niet gespecificeerde mannelijke geslachtsorganen;24;11
II - Nieuwvormingen (C00-D49);C64;maligne neoplasma van nier, behalve nierbekken;2032;212
II - Nieuwvormingen (C00-D49);C65;maligne neoplasma van nierbekken;328;69
II - Nieuwvormingen (C00-D49);C66;maligne neoplasma van ureter;320;97
II - Nieuwvormingen (C00-D49);C67;maligne neoplasma van blaas;6362;3186
II - Nieuwvormingen (C00-D49);C68;maligne neoplasma van andere en niet gespecificeerde delen van nier en urinewegen;85;22
II - Nieuwvormingen (C00-D49);C69;maligne neoplasma van oog en adnexen;174;132
II - Nieuwvormingen (C00-D49);C70;maligne neoplasma van hersenvliezen;91;7
II - Nieuwvormingen (C00-D49);C71;maligne neoplasma van hersenen;2305;218
II - Nieuwvormingen (C00-D49);C72;maligne neoplasma van ruggenmerg, hersenzenuwen en andere delen van centraal zenuwstelsel;58;57
II - Nieuwvormingen (C00-D49);C73;maligne neoplasma van schildklier;1472;21
II - Nieuwvormingen (C00-D49);C74;maligne neoplasma van bijnier;109;74
II - Nieuwvormingen (C00-D49);C75;maligne neoplasma van andere endocriene klieren en verwante structuren;42;< 5
II - Nieuwvormingen (C00-D49);C76;maligne neoplasma van andere en slecht omschreven lokalisaties;122;76
II - Nieuwvormingen (C00-D49);C77;secundaire en niet gespecificeerde maligne neoplasmata van lymfeklieren;1896;874
II - Nieuwvormingen (C00-D49);C78;secundair maligne neoplasma van ademhalingsorganen en spijsverteringsorganen;6211;2425
II - Nieuwvormingen (C00-D49);C79;secundair maligne neoplasma van andere en niet gespecificeerde lokalisaties;5335;1560
II - Nieuwvormingen (C00-D49);C7A;maligne neuro-endocriene tumoren;1068;401
II - Nieuwvormingen (C00-D49);C7B;secundaire neuro-endocriene tumoren;300;62
II - Nieuwvormingen (C00-D49);C80;maligne neoplasma zonder gespecificeerde lokalisatie;345;175
II - Nieuwvormingen (C00-D49);C81;Hodgkin-lymfoom;392;619
II - Nieuwvormingen (C00-D49);C82;folliculair lymfoom;350;578
II - Nieuwvormingen (C00-D49);C83;non-folliculair lymfoom;1658;1778
II - Nieuwvormingen (C00-D49);C84;lymfomen met rijpe T/NK-cellen;175;208
II - Nieuwvormingen (C00-D49);C85;andere en niet gespecificeerde typen van non-Hodgkin-lymfoom;457;334
II - Nieuwvormingen (C00-D49);C86;andere gespecificeerde typen van T/NK-cel lymfoom;126;138
II - Nieuwvormingen (C00-D49);C88;maligne immunoproliferatieve ziekten en andere B-cel lymfomen;149;365
II - Nieuwvormingen (C00-D49);C90;multipel myeloom en maligne plasmacel neoplasma;1372;2407
II - Nieuwvormingen (C00-D49);C91;lymfatische leukemie;822;1953
II - Nieuwvormingen (C00-D49);C92;myeloïde leukemie;1274;3726
II - Nieuwvormingen (C00-D49);C93;monocytaire leukemie;158;646
II - Nieuwvormingen (C00-D49);C94;andere vormen van leukemie van gespecificeerd celtype;51;194
II - Nieuwvormingen (C00-D49);C95;leukemie van niet gespecificeerd celtype;58;88
II - Nieuwvormingen (C00-D49);C96;andere en niet gespecificeerde maligne neoplasmata van lymfoïd, hematopoëtisch en verwant weefsel;59;59
II - Nieuwvormingen (C00-D49);D00;carcinoma in situ van mondholte, oesofagus en maag;91;101
II - Nieuwvormingen (C00-D49);D01;carcinoma in situ van andere en niet gespecificeerde organen van tractus digestivus;390;522
II - Nieuwvormingen (C00-D49);D02;carcinoma in situ van middenoor en tractus respiratorius;71;120
II - Nieuwvormingen (C00-D49);D03;melanoma in situ;54;160
II - Nieuwvormingen (C00-D49);D04;carcinoma in situ van huid;85;238
II - Nieuwvormingen (C00-D49);D05;carcinoma in situ van mamma;924;248
II - Nieuwvormingen (C00-D49);D06;carcinoma in situ van cervix uteri;511;3508
II - Nieuwvormingen (C00-D49);D07;carcinoma in situ van andere en niet gespecificeerde geslachtsorganen;153;170
II - Nieuwvormingen (C00-D49);D09;carcinoma in situ van andere en niet gespecificeerde lokalisaties;2119;1552
II - Nieuwvormingen (C00-D49);D10;benigne neoplasma van mond en farynx;69;548
II - Nieuwvormingen (C00-D49);D11;benigne neoplasma van grote speekselklieren;746;57
II - Nieuwvormingen (C00-D49);D12;benigne neoplasma van colon, rectum, anus en anaal kanaal;4301;46125
II - Nieuwvormingen (C00-D49);D13;benigne neoplasma van andere en slecht omschreven delen van tractus digestivus;560;731
