chap;code_icd;diagnostic;hosp_class;hosp_de_jour
1 - Maladies infectieuses et parasitaires (001-139);93;Syphilis cardio-vasculaire;0;0
1 - Maladies infectieuses et parasitaires (001-139);94;Neurosyphilis;34;< 5
1 - Maladies infectieuses et parasitaires (001-139);95;Autres formes de syphilis tardive, symptomatique;12;< 5
1 - Maladies infectieuses et parasitaires (001-139);96;Syphilis tardive, latente;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);97;Syphilis, autres et non spécifiées;10;0
1 - Maladies infectieuses et parasitaires (001-139);98;Infections gonococciques;28;< 5
1 - Maladies infectieuses et parasitaires (001-139);99;Autres maladies vénériennes;41;19
1 - Maladies infectieuses et parasitaires (001-139);100;Leptospirose;25;0
1 - Maladies infectieuses et parasitaires (001-139);101;Angine de Vincent;36;0
1 - Maladies infectieuses et parasitaires (001-139);102;Pian;0;< 5
1 - Maladies infectieuses et parasitaires (001-139);103;Pinta;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);104;Autres infections à spirochète;< 5;29
1 - Maladies infectieuses et parasitaires (001-139);110;Dermatophytoses;30;35
1 - Maladies infectieuses et parasitaires (001-139);111;Dermatomycoses, autres et non spécifiées;19;5
1 - Maladies infectieuses et parasitaires (001-139);112;Candidoses;580;219
1 - Maladies infectieuses et parasitaires (001-139);114;Coccidioïdomycose;0;0
1 - Maladies infectieuses et parasitaires (001-139);115;Histoplasmose;0;0
1 - Maladies infectieuses et parasitaires (001-139);116;Infection blastomycosique;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);117;Autres mycoses;304;76
1 - Maladies infectieuses et parasitaires (001-139);118;Mycoses opportunistes;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);120;Schistosomiases (bilharzioses);17;5
1 - Maladies infectieuses et parasitaires (001-139);121;Autres infections à trématodes;0;0
1 - Maladies infectieuses et parasitaires (001-139);122;Échinococcose;47;< 5
1 - Maladies infectieuses et parasitaires (001-139);123;Autres infections à cestodes;9;6
1 - Maladies infectieuses et parasitaires (001-139);124;Trichinose;10;0
1 - Maladies infectieuses et parasitaires (001-139);125;Filariose et dracunculose;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);126;Ankylostomiase et nécatoriose;0;< 5
1 - Maladies infectieuses et parasitaires (001-139);127;Autres helminthiases intestinales;31;37
1 - Maladies infectieuses et parasitaires (001-139);128;Helminthiases, autres et non spécifiées;0;< 5
1 - Maladies infectieuses et parasitaires (001-139);129;Parasitose intestinale, non spécifiée;18;6
1 - Maladies infectieuses et parasitaires (001-139);130;Toxoplasmose;28;17
1 - Maladies infectieuses et parasitaires (001-139);131;Trichomonase;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);132;Pédiculose et infestation par phtirius;7;0
1 - Maladies infectieuses et parasitaires (001-139);133;Acariase;84;0
1 - Maladies infectieuses et parasitaires (001-139);134;Autres infestations;< 5;5
1 - Maladies infectieuses et parasitaires (001-139);135;Sarcoïdose;499;249
1 - Maladies infectieuses et parasitaires (001-139);136;Maladies infectieuses et parasitaires, autres et non spécifiées;1163;22
1 - Maladies infectieuses et parasitaires (001-139);137;Séquelles de la tuberculose;19;6
1 - Maladies infectieuses et parasitaires (001-139);138;Séquelles de la poliomyélite aiguë;7;0
1 - Maladies infectieuses et parasitaires (001-139);139;Séquelles d'autres maladies infectieuses et parasitaires;13;< 5
1 - Maladies infectieuses et parasitaires (001-139);;;51198;5842
2 - Néoplasmes (140-239);140;Néoplasme malin des lèvres;51;44
2 - Néoplasmes (140-239);141;Néoplasme malin de la langue;619;272
2 - Néoplasmes (140-239);142;Néoplasme malin des glandes salivaires principales;197;27
2 - Néoplasmes (140-239);143;Néoplasme malin des gencives;96;36
2 - Néoplasmes (140-239);144;Néoplasme malin du plancher buccal;341;69
2 - Néoplasmes (140-239);145;Néoplasme malin de parties de la bouche autres et non spécifiées;242;118
2 - Néoplasmes (140-239);146;Néoplasme malin de l'oropharynx;541;275
2 - Néoplasmes (140-239);147;Néoplasme malin du nasopharynx;97;59
2 - Néoplasmes (140-239);148;Néoplasme malin de l'hypopharynx;397;224
2 - Néoplasmes (140-239);149;Néoplasme malin de sites autres et mal définis de la lèvre, de la cavité buccale et du pharynx;64;40
2 - Néoplasmes (140-239);150;Néoplasme malin de l'œsophage;1307;610
2 - Néoplasmes (140-239);151;Néoplasme malin de l'estomac;2141;784
2 - Néoplasmes (140-239);152;Néoplasme malin de l'intestin grêle, y compris le duodénum;247;68
2 - Néoplasmes (140-239);153;Néoplasme malin du côlon;7476;4042
2 - Néoplasmes (140-239);154;Néoplasme malin du rectum, de la jonction recto-sigmoïdienne et de l'anus;4289;2818
2 - Néoplasmes (140-239);155;Néoplasme malin du foie et des voies biliaires intrahépatiques;1922;332
2 - Néoplasmes (140-239);156;Néoplasme malin de la vésicule biliaire et des voies biliaires extrahépatiques;624;106
2 - Néoplasmes (140-239);157;Néoplasme malin du pancréas;2690;936
2 - Néoplasmes (140-239);158;Néoplasme malin du rétropéritoine et du péritoine;204;53
2 - Néoplasmes (140-239);159;Néoplasme malin de sites autres et mal définis des organes digestifs et du péritoine;49;10
2 - Néoplasmes (140-239);160;Néoplasme malin des fosses nasales, de l'oreille moyenne et des sinus annexes;216;34
2 - Néoplasmes (140-239);161;Néoplasme malin du larynx;604;454
2 - Néoplasmes (140-239);162;Néoplasme malin de la trachée, des bronches et du poumon;10042;4083
2 - Néoplasmes (140-239);163;Néoplasme malin de la plèvre;441;72
2 - Néoplasmes (140-239);164;Néoplasme malin du thymus, du cœur et du médiastin;164;21
2 - Néoplasmes (140-239);165;Néoplasme malin de sites autres et mal définis du système respiratoire et des organes intrathoraciques;0;< 5
2 - Néoplasmes (140-239);170;Néoplasme malin des os et du cartilage articulaire;303;143
2 - Néoplasmes (140-239);171;Néoplasme malin du tissu conjonctif et d'autres tissus mous;670;219
2 - Néoplasmes (140-239);172;Mélanome malin de la peau;1145;743
2 - Néoplasmes (140-239);173;Autres néoplasmes malins de la peau;1634;3879
2 - Néoplasmes (140-239);174;Néoplasme malin du sein féminin;12091;4168
2 - Néoplasmes (140-239);175;Néoplasme malin du sein masculin;104;34
2 - Néoplasmes (140-239);176;Sarcome de Kaposi;8;10
2 - Néoplasmes (140-239);179;Néoplasme malin de l'utérus, partie non spécifiée;117;32
2 - Néoplasmes (140-239);180;Néoplasme malin du col de l'utérus;929;368
2 - Néoplasmes (140-239);181;Néoplasme malin du placenta;9;0
2 - Néoplasmes (140-239);182;Néoplasme malin du corps de l'utérus;1599;586
2 - Néoplasmes (140-239);183;Néoplasme malin de l'ovaire et des autres annexes utérines;1567;480
2 - Néoplasmes (140-239);184;Néoplasme malin d'organes génitaux féminins autres et non spécifiés;405;118
2 - Néoplasmes (140-239);185;Néoplasme malin de la prostate;5827;1942
2 - Néoplasmes (140-239);186;Néoplasme malin du testicule;338;119
2 - Néoplasmes (140-239);187;Néoplasme malin de la verge et d'autres organes génitaux masculins;103;36
2 - Néoplasmes (140-239);188;Néoplasme malin de la vessie;6237;2629
2 - Néoplasmes (140-239);189;Néoplasme malin du rein et d'organes urinaires autres et non spécifiés;2712;331
2 - Néoplasmes (140-239);190;Néoplasme malin de l'œil;168;153
2 - Néoplasmes (140-239);191;Néoplasme malin du cerveau;2210;265
2 - Néoplasmes (140-239);192;Néoplasme malin de parties autres et non spécifiées du système nerveux;172;67
2 - Néoplasmes (140-239);193;Néoplasme malin de la glande thyroïde;1650;19
2 - Néoplasmes (140-239);194;Néoplasme malin d'autres glandes endocrines et structures apparentées;143;88
2 - Néoplasmes (140-239);195;Néoplasme malin de sites autres et mal définis;138;67
2 - Néoplasmes (140-239);196;Néoplasme malin secondaire et non spécifié des ganglions lymphatiques;1796;725
2 - Néoplasmes (140-239);197;Néoplasme malin secondaire des systèmes respiratoire et digestif;5799;1642
2 - Néoplasmes (140-239);198;Néoplasme malin secondaire d'autres sites spécifiés;5168;1272
2 - Néoplasmes (140-239);199;Néoplasme malin sans spécification du site;481;160
2 - Néoplasmes (140-239);200;Lymphosarcome et réticulosarcome et autres tumeurs malignes spécifiées du tissu lymphatique;803;888
2 - Néoplasmes (140-239);201;Maladie de Hodgkin;378;502
2 - Néoplasmes (140-239);202;Autres néoplasmes malins des tissus lymphoïde et histiocytaire;2115;2044
2 - Néoplasmes (140-239);203;Myélome multiple et néoplasmes immunoprolifératifs;1193;1917
2 - Néoplasmes (140-239);204;Leucémie lymphoïde;819;1782
2 - Néoplasmes (140-239);205;Leucémie myéloïde;1219;3006
2 - Néoplasmes (140-239);206;Leucémie monocytaire;35;67
2 - Néoplasmes (140-239);207;Autres leucémies spécifiées;19;43
2 - Néoplasmes (140-239);208;Leucémie de type cellulaire non spécifié;59;47
2 - Néoplasmes (140-239);209;Tumeurs neuro-endocrines;1332;471
2 - Néoplasmes (140-239);210;Néoplasme bénin de la lèvre, de la cavité buccale et du pharynx;824;628
2 - Néoplasmes (140-239);211;Néoplasmes bénins d'autres parties du système digestif;5510;47287
2 - Néoplasmes (140-239);212;Néoplasme bénin d'organes respiratoires et intrathoraciques;301;285
2 - Néoplasmes (140-239);213;Néoplasme bénin des os et du cartilage articulaire;504;1078
2 - Néoplasmes (140-239);214;Lipome;822;5953
2 - Néoplasmes (140-239);215;Autres néoplasmes bénins du tissu conjonctif et d'autres tissus mous;345;757
2 - Néoplasmes (140-239);216;Néoplasme bénin de la peau;186;2805
2 - Néoplasmes (140-239);217;Néoplasme bénin du sein;476;1434
2 - Néoplasmes (140-239);218;Léiomyome utérin;5393;1315
2 - Néoplasmes (140-239);219;Autres néoplasmes bénins de l'utérus;197;112
2 - Néoplasmes (140-239);220;Néoplasme bénin de l'ovaire;2296;454
2 - Néoplasmes (140-239);221;Néoplasme bénin d'autres organes génitaux féminins;114;120
2 - Néoplasmes (140-239);222;Néoplasme bénin des organes génitaux masculins;34;64
2 - Néoplasmes (140-239);223;Néoplasme bénin du rein et d'autres organes urinaires;304;104
2 - Néoplasmes (140-239);224;Néoplasme bénin de l'œil;16;80
2 - Néoplasmes (140-239);225;Néoplasme bénin du cerveau et d'autres parties du système nerveux;1319;42
2 - Néoplasmes (140-239);226;Néoplasme bénin de la glande thyroïde;752;7
2 - Néoplasmes (140-239);227;Néoplasme bénin d'autres glandes endocrines et structures apparentées;1108;46
2 - Néoplasmes (140-239);228;Hémangiomes et lymphangiomes, tout site;667;872
2 - Néoplasmes (140-239);229;Néoplasmes bénins de sites autres et non spécifiés;37;136
2 - Néoplasmes (140-239);230;Carcinomes in situ du système digestif;428;409
2 - Néoplasmes (140-239);231;Carcinome in situ du système respiratoire;57;83
2 - Néoplasmes (140-239);232;Carcinome in situ de la peau;88;212
2 - Néoplasmes (140-239);233;Carcinome in situ du sein et du système génito-urinaire;3652;3943
2 - Néoplasmes (140-239);234;Carcinome in situ de sites autres et non spécifiés;5;14
2 - Néoplasmes (140-239);235;Néoplasmes à évolution imprévisible des systèmes digestif et respiratoire;635;1352
2 - Néoplasmes (140-239);236;Néoplasmes à évolution imprévisible des organes génito-urinaires;1156;1992
2 - Néoplasmes (140-239);237;Néoplasme à évolution imprévisible des glandes endocrines et du système nerveux;343;80
2 - Néoplasmes (140-239);238;Néoplasmes à évolution imprévisible de sites et tissus autres et non spécifiés;1321;11842
2 - Néoplasmes (140-239);239;Néoplasme de nature non spécifiée;994;1155
2 - Néoplasmes (140-239);;;126440;131311
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);240;Goitre simple ou non spécifié;122;8
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);241;Goitre nodulaire non toxique;3571;14
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);242;Thyréotoxicose avec ou sans goitre;1543;16
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);243;Hypothyroïdie congénitale;7;< 5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);244;Hypothyroïdie acquise;174;12
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);245;Thyroïdite;197;5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);246;Autres troubles de la thyroïde;96;6
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);249;Diabète sucré secondaire;539;11
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);250;Diabète sucré;17145;418
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);251;Autres troubles de la sécrétion pancréatique interne;355;< 5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);252;Troubles de la glande parathyroïde;266;5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);253;Troubles de l'hypophyse et de son contrôle hypothalamique;443;14
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);254;Maladies du thymus;15;< 5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);255;Troubles des glandes surrénales;449;10
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);256;Dysfonction ovarienne;178;111
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);257;Dysfonction testiculaire;6;< 5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);258;Dysfonction pluriglandulaire et troubles apparentés;19;19
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);259;Autres troubles endocriniens;38;17
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);260;Kwashiorkor;6;0
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);261;Marasme nutritionnel;25;< 5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);262;Autre malnutrition protéino-calorique sévère;295;< 5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);263;Malnutritions protéino-caloriques, autres et non spécifiées;367;8
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);264;Carence en vitamine A;0;0
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);265;États de carence en thiamine et niacine;125;< 5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);266;Carence en composants du complexe de vitamines B;39;46
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);267;Carence en acide ascorbique (vitamine C);0;0
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);268;Carence en vitamine D;63;< 5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);269;Autres carences nutritionnelles;45;644
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);270;Troubles du métabolisme et du transport des acides aminés;118;5
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);271;Troubles du transport et du métabolisme des hydrates de carbone;223;191
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);272;Troubles du métabolisme des lipides;98;181
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);273;Troubles du métabolisme des protéines plasmatiques;273;420
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);274;Goutte;780;221
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);275;Troubles du métabolisme des minéraux;590;235
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);276;Troubles de l'équilibre liquidien, électrolytique et acido-basique;11794;29
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);277;Troubles du métabolisme, autres et non spécifiés;987;254
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);278;Excès pondéral, obésité et autres formes de suralimentation;18745;756
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);279;Troubles impliquant le mécanisme immunitaire;306;576
3 - Maladies endocrines, nutritionnelles et métaboliques et troubles immunitaires (240-279);;;60042;4252
4 - Maladies du sang et des organes hématopoïétiques (280-289);280;Anémies ferriprives;4745;4418
4 - Maladies du sang et des organes hématopoïétiques (280-289);281;Autres anémies par carence;544;279
4 - Maladies du sang et des organes hématopoïétiques (280-289);282;Anémies hémolytiques héréditaires;924;1979
4 - Maladies du sang et des organes hématopoïétiques (280-289);283;Anémies hémolytiques acquises;302;479
4 - Maladies du sang et des organes hématopoïétiques (280-289);284;Anémie aplastique et autres syndromes d'insuffisance médullaire;819;2110
4 - Maladies du sang et des organes hématopoïétiques (280-289);285;Anémies, autres et non spécifiées;3355;11104
4 - Maladies du sang et des organes hématopoïétiques (280-289);286;Anomalies de la coagulation;98;155
4 - Maladies du sang et des organes hématopoïétiques (280-289);287;Purpura et autres affections hémorragiques;1256;1634
4 - Maladies du sang et des organes hématopoïétiques (280-289);288;Maladies des globules blancs;3032;136
4 - Maladies du sang et des organes hématopoïétiques (280-289);289;Autres maladies du sang et des organes hématopoïétiques;1456;421
4 - Maladies du sang et des organes hématopoïétiques (280-289);;;16531;22715
5 - Troubles mentaux (290-319);290;Démences;3558;9
5 - Troubles mentaux (290-319);291;Troubles mentaux induits par l'alcool;1783;< 5
5 - Troubles mentaux (290-319);292;Troubles mentaux induits par la drogue;1060;< 5
5 - Troubles mentaux (290-319);293;Troubles mentaux transitoires dus à des affections classées ailleurs;228;< 5
5 - Troubles mentaux (290-319);294;Troubles mentaux persistants spécifiques dus à des affections classées ailleurs;415;6
5 - Troubles mentaux (290-319);295;Troubles schizophréniques;409;28
5 - Troubles mentaux (290-319);296;Troubles épisodiques de l'humeur;2930;806
5 - Troubles mentaux (290-319);297;États délirants;267;0
5 - Troubles mentaux (290-319);298;Autres psychoses non organiques;1786;< 5
5 - Troubles mentaux (290-319);299;Troubles développementaux envahissants;127;48
5 - Troubles mentaux (290-319);300;Anxiété, troubles dissociatifs et somatoformes;3778;25
5 - Troubles mentaux (290-319);301;Troubles de la personnalité;481;0
5 - Troubles mentaux (290-319);302;Troubles sexuels et de l'identité de genre;218;27
5 - Troubles mentaux (290-319);303;Syndrome de dépendance alcoolique;6837;257
5 - Troubles mentaux (290-319);304;Pharmacodépendance;618;0
5 - Troubles mentaux (290-319);305;Abus de drogues sans dépendance;3284;77
5 - Troubles mentaux (290-319);306;Dysfonctions physiologiques psychogènes;1511;170
5 - Troubles mentaux (290-319);307;Symptômes ou syndromes spéciaux, non classés ailleurs;3497;94
5 - Troubles mentaux (290-319);308;Réaction aiguë au stress;562;8
5 - Troubles mentaux (290-319);309;Réaction d'adaptation;2140;6
5 - Troubles mentaux (290-319);310;Troubles mentaux spécifiques non psychotiques dus à une lésion cérébrale organique;423;< 5
5 - Troubles mentaux (290-319);311;Troubles dépressifs, non classés ailleurs;1876;153
5 - Troubles mentaux (290-319);312;Troubles du comportement, non classés ailleurs;644;26
5 - Troubles mentaux (290-319);313;Troubles de l'affectivité spécifiques de l'enfance et de l'adolescence;152;< 5
5 - Troubles mentaux (290-319);314;Syndrome hyperkinétique de l'enfance;55;7
5 - Troubles mentaux (290-319);315;Retards spécifiques du développement;301;307
5 - Troubles mentaux (290-319);316;Facteurs psychiques associés à des maladies classées ailleurs;66;0
5 - Troubles mentaux (290-319);317;Retard mental léger;21;5
5 - Troubles mentaux (290-319);318;Autre retard mental spécifié;37;9
5 - Troubles mentaux (290-319);319;Retard mental de niveau non spécifié;58;36
5 - Troubles mentaux (290-319);;;39122;2117
6 - Maladies du système nerveux et des organes des sens (320-389);320;Méningite bactérienne;291;0
6 - Maladies du système nerveux et des organes des sens (320-389);321;Méningite due à d'autres organismes;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);322;Méningite de cause non spécifiée;113;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);323;Encéphalite, myélite et encéphalomyélite;255;15
6 - Maladies du système nerveux et des organes des sens (320-389);324;Abcès intracrânien et intrarachidien;106;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);325;Phlébite et thrombophlébite de sinus veineux intracrâniens;86;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);326;Séquelles d'abcès intracrânien ou d'infection pyogène;5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);327;Troubles organiques du sommeil;52757;696
6 - Maladies du système nerveux et des organes des sens (320-389);330;Dégénérescences cérébrales se manifestant en général pendant l'enfance;51;6
6 - Maladies du système nerveux et des organes des sens (320-389);331;Autres dégénérescences cérébrales;9051;56
6 - Maladies du système nerveux et des organes des sens (320-389);332;Maladie de Parkinson;2597;29
