hfdst;icd_code;diagnose;klass_hosp;dag_hosp
2 - Neoplasmata (140-239);150;Maligne neoplasma van de oesophagus;1307;610
2 - Neoplasmata (140-239);151;Maligne neoplasma van de maag;2141;784
2 - Neoplasmata (140-239);152;Maligne neoplasma van dunne darm, waaronder duodenum;247;68
2 - Neoplasmata (140-239);153;Maligne neoplasmata van het colon;7476;4042
2 - Neoplasmata (140-239);154;Maligne neoplasmata van rectum, overgang van sigmoïd in rectum en van anus;4289;2818
2 - Neoplasmata (140-239);155;Maligne neoplasma van lever en intrahepatische gal;1922;332
2 - Neoplasmata (140-239);156;Maligne neoplasma van galblaas en extrahepatische galwegen;624;106
2 - Neoplasmata (140-239);157;Maligne neoplasmata van pancreas;2690;936
2 - Neoplasmata (140-239);158;Maligne neoplasma van retroperitoneaal weefsel en peritoneum;204;53
2 - Neoplasmata (140-239);159;Maligne neoplasma van andere en niet scherp omschreven lokalisaties binnen de digestieve organen en het peritoneum;49;10
2 - Neoplasmata (140-239);160;Maligne neoplasma van neusholten, middenoor en accessoire sinussen;216;34
2 - Neoplasmata (140-239);161;Maligne neoplasma van de larynx;604;454
2 - Neoplasmata (140-239);162;Maligne neoplasma van trachea, bronchus en long;10042;4083
2 - Neoplasmata (140-239);163;Maligne neoplasma van de pleura;441;72
2 - Neoplasmata (140-239);164;Maligne neoplasma van thymus, hart en mediastinum;164;21
2 - Neoplasmata (140-239);165;Maligne neoplasma van andere en niet scherp omschreven lokalisaties binnen het ademhalingsstelsel en intrathoracale organen;0;< 5
2 - Neoplasmata (140-239);170;Maligne neoplasma van bot en gewrichtskraakbeen;303;143
2 - Neoplasmata (140-239);171;Maligne neoplasma van bindweefsel en ander week weefsel;670;219
2 - Neoplasmata (140-239);172;Maligne melanoom van de huid;1145;743
2 - Neoplasmata (140-239);173;Andere maligne neoplasmata van de huid;1634;3879
2 - Neoplasmata (140-239);174;Maligne neoplasma van vrouwelijke borst;12091;4168
2 - Neoplasmata (140-239);175;Maligne neoplasma van de mannelijke borst;104;34
2 - Neoplasmata (140-239);176;Kaposisarcoom;8;10
2 - Neoplasmata (140-239);179;Maligne neoplasma van uterus, deel niet gespecificeerd;117;32
2 - Neoplasmata (140-239);180;Maligne neoplasma van de cervix uteri;929;368
2 - Neoplasmata (140-239);181;Maligne neoplasma van placenta;9;0
2 - Neoplasmata (140-239);182;Maligne neoplasma van het corpus uteri;1599;586
2 - Neoplasmata (140-239);183;Maligne neoplasma van ovarium en andere uterus adnexa;1567;480
2 - Neoplasmata (140-239);184;Maligne neoplasma van andere en niet gespecificeerde vrouwelijke geslachtsorganen;405;118
2 - Neoplasmata (140-239);185;Maligne neoplasma van prostaat;5827;1942
2 - Neoplasmata (140-239);186;Maligne neoplasma van de testis;338;119
2 - Neoplasmata (140-239);187;Maligne neoplasma van penis en andere mannelijke geslachtsorganen;103;36
2 - Neoplasmata (140-239);188;Maligne neoplasma van de blaas;6237;2629
2 - Neoplasmata (140-239);189;Maligne neoplasma van nier en andere en niet gespecificeerde organen;2712;331
2 - Neoplasmata (140-239);190;Maligne neoplasma van het oog;168;153
2 - Neoplasmata (140-239);191;Maligne neoplasma van de hersenen;2210;265
2 - Neoplasmata (140-239);192;Maligne neoplasma van andere en niet gespecificeerde delen van het zenuwstelsel;172;67
2 - Neoplasmata (140-239);193;Maligne neoplasma van schildklier (glandula thyreoidea);1650;19
2 - Neoplasmata (140-239);194;Maligne neoplasma van andere endocriene klieren en verwante structuren;143;88
2 - Neoplasmata (140-239);195;Maligne neoplasma van andere en slecht omschreven lokalisaties;138;67
2 - Neoplasmata (140-239);196;Secundaire en niet gespecificeerde maligne neoplasma van lymfeklieren;1796;725
2 - Neoplasmata (140-239);197;Metastasen in tractus respiratorius en tractus digestivus;5799;1642
2 - Neoplasmata (140-239);198;Metastasen van andere gespecificeerde lokalisatie;5168;1272
2 - Neoplasmata (140-239);199;Maligne neoplasma zonder specificatie van lokalisatie;481;160
2 - Neoplasmata (140-239);200;Lymfosarcoom en reticulosarcoom en andere gespecificeerd maligne tumoren van de lymfweefsel;803;888
2 - Neoplasmata (140-239);201;Ziekte van Hodgkin;378;502
2 - Neoplasmata (140-239);202;Andere maligne neoplasmata van lymfoid en histiocytair weefsel;2115;2044
2 - Neoplasmata (140-239);203;Multipel myeloom en immunoproliferatieve neoplasmata;1193;1917
2 - Neoplasmata (140-239);204;Lymfoïde leukemie;819;1782
2 - Neoplasmata (140-239);205;Myeloïde leukemie;1219;3006
2 - Neoplasmata (140-239);206;Monocytaire leukemie;35;67
2 - Neoplasmata (140-239);207;Andere gespecificeerde leukemieën;19;43
2 - Neoplasmata (140-239);208;Leukemie van niet gespecificeerd celtype;59;47
2 - Neoplasmata (140-239);209;Neuroendocriene tumoren;1332;471
2 - Neoplasmata (140-239);210;Benigne neoplasma van lippen, mondholte en farynx;824;628
2 - Neoplasmata (140-239);211;Benigne neoplasma van andere delen van de tractus;5510;47287
2 - Neoplasmata (140-239);212;Benigne neoplasma van tractus respiratorius en intrathoracale organen;301;285
2 - Neoplasmata (140-239);213;Benigne neoplasma van bot en gewrichtskraakbeen;504;1078
2 - Neoplasmata (140-239);214;Lipoom;822;5953
2 - Neoplasmata (140-239);215;Andere benigne neoplasmata van bindweefsel en andere weke delen;345;757
2 - Neoplasmata (140-239);216;Benigne neoplasma van de huid;186;2805
2 - Neoplasmata (140-239);217;Benigne neoplasma van de borst;476;1434
2 - Neoplasmata (140-239);218;Leiomyoom van de uterus;5393;1315
2 - Neoplasmata (140-239);219;Andere benigne neoplasmata van de uterus;197;112
2 - Neoplasmata (140-239);220;Benigne neoplasma van het ovarium;2296;454
2 - Neoplasmata (140-239);221;Benigne neoplasma van andere vrouwelijke geslachtsorganen;114;120
2 - Neoplasmata (140-239);222;Benigne neoplasma van de mannelijke geslachtsorganen;34;64
2 - Neoplasmata (140-239);223;Benigne neoplasma van nier en urinair stelsel;304;104
2 - Neoplasmata (140-239);224;Benigne neoplasma van het oog;16;80
2 - Neoplasmata (140-239);225;Benigne neoplasma van hersenen en andere delen van het zenuwstelsel;1319;42
2 - Neoplasmata (140-239);226;Benigne neoplasma van de schildklier;752;7
2 - Neoplasmata (140-239);227;Benigne neoplasma van andere endocriene klieren en verwante strukturen;1108;46
2 - Neoplasmata (140-239);228;Hemangioom en lymfangioom, alle lokalisaties;667;872
2 - Neoplasmata (140-239);229;Benigne neoplasma met andere en niet gespecificeerde lokalisaties;37;136
2 - Neoplasmata (140-239);230;Carcinoma in situ van het digestief systeem;428;409
2 - Neoplasmata (140-239);231;Carcinoma in situ van het respiratoir systeem;57;83
2 - Neoplasmata (140-239);232;Carcinoma in situ van de huid;88;212
2 - Neoplasmata (140-239);233;Carcinoma in situ van de borst en het urogenitaal systeem;3652;3943
2 - Neoplasmata (140-239);234;Carcinoma in situ van andere en niet gespecificeerde lokalisaties;5;14
2 - Neoplasmata (140-239);235;Neoplasma van digestief en respiratoir stelsel met onzeker gedrag;635;1352
2 - Neoplasmata (140-239);236;Neoplasma met onzeker gedrag van het urinair stelsel;1156;1992
2 - Neoplasmata (140-239);237;Neoplasma met onzeker gedrag van endocriene klieren en zenuwstelsel;343;80
2 - Neoplasmata (140-239);238;Neoplasma met onzeker gedrag van andere en niet gespecificeerde lokalisaties en weefsels;1321;11842
2 - Neoplasmata (140-239);239;Neoplasma van niet gespecificeerde aard;994;1155
2 - Neoplasmata (140-239);;;126440;131311
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);240;Struma simplex en niet gespecificeerd struma;122;8
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);241;Niet-toxisch nodulair struma;3571;14
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);242;Thyreotoxicose met of zonder struma;1543;16
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);243;Congenitale hypothyreoïdie;7;< 5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);244;Verworven hypothyreoïdie;174;12
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);245;Thyreoïditis;197;5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);246;Andere aandoeningen van de schildklier;96;6
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);249;Secundaire diabetes mellitus;539;11
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);250;Diabetes mellitus;17145;418
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);251;Andere afwijkingen van de interne secretie van het pancreas;355;< 5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);252;Aandoeningen van de glandulae parathyreoideae;266;5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);253;Aandoeningen van de hypofyse en haar hypothalamische controle;443;14
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);254;Ziekten van de thymus;15;< 5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);255;Aandoeningen van de bijnieren;449;10
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);256;Dysfunctie van de ovaria;178;111
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);257;Dysfunctie van de testikels;6;< 5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);258;Polyglandulaire dysfunctie en verwante aandoeningen;19;19
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);259;Andere endocriene stoornissen;38;17
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);260;Kwashiorkor;6;0
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);261;Marasmus door ondervoeding;25;< 5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);262;Andere ernstige vorm van proteïne-calorische ondervoeding;295;< 5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);263;Andere en niet gespecificeerde vormen van proteïne-calorische ondervoeding;367;8
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);264;Vitamine A deficiëntie;0;0
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);265;Thiamine en niacine deficiëntie toestanden;125;< 5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);266;Deficiëntie van componenten uit het vitamine B complex;39;46
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);267;Ascorbinezuur (vitamine C) deficiëntie;0;0
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);268;Vitamine D deficiëntie;63;< 5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);269;Andere vormen van voedingsdeficiëntie;45;644
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);270;Stoornissen van het aminozuur transport en metabolisme;118;5
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);271;Stoornissen van het koolhydraat transport en metabolisme;223;191
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);272;Stoornissen van de lipoïde stofwisseling;98;181
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);273;Stoornissen van het plasma proteïne metabolisme;273;420
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);274;Jicht;780;221
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);275;Stoornissen van het mineraal metabolisme;590;235
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);276;Stoornissen van het vocht, elektrolyten en zuur-base evenwicht;11794;29
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);277;Andere en niet gespecificeerde stofwisselingsstoornissen;987;254
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);278;Obesitas en andere vormen van overvoeding;18745;756
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);279;Stoornissen van het immuniteitsmechanisme;306;576
3 - Endocriene, nutritionele en stofwisselingsziekten en immuniteitsstoornissen (240-279);;;60042;4252
4 - Ziekten van bloed en bloedvormende organen (280-289);280;Ijzergebreksanemie;4745;4418
4 - Ziekten van bloed en bloedvormende organen (280-289);281;Andere deficiëntie anemieën;544;279
4 - Ziekten van bloed en bloedvormende organen (280-289);282;Hereditaire hemolytische anemieën;924;1979
4 - Ziekten van bloed en bloedvormende organen (280-289);283;Verworven hemolytische anemieën;302;479
4 - Ziekten van bloed en bloedvormende organen (280-289);284;Aplastische anemie;819;2110
4 - Ziekten van bloed en bloedvormende organen (280-289);285;Andere en niet gespecificeerde anemieën;3355;11104
4 - Ziekten van bloed en bloedvormende organen (280-289);286;Stollingsdeficiëntie;98;155
4 - Ziekten van bloed en bloedvormende organen (280-289);287;Purpura en andere hemorragische aandoeningen;1256;1634
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;3032;136
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;1456;421
4 - Ziekten van bloed en bloedvormende organen (280-289);;;16531;22715
5 - Mentale aandoeningen (290-319);290;Dementie;3558;9
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;1783;< 5
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;1060;< 5
5 - Mentale aandoeningen (290-319);293;Passagère mentale stoornissen te wijten aan elders geclassificeerde aandoeningen;228;< 5
5 - Mentale aandoeningen (290-319);294;Persisterende mentale stoornissen veroorzaakt door elders geclassificeerde aandoeningen;415;6
5 - Mentale aandoeningen (290-319);295;Schizofrene stoornissen;409;28
5 - Mentale aandoeningen (290-319);296;Episodische stemmingsstoornissen;2930;806
5 - Mentale aandoeningen (290-319);297;Waanstoornissen;267;0
5 - Mentale aandoeningen (290-319);298;Andere niet-organische psychosen;1786;< 5
5 - Mentale aandoeningen (290-319);299;Pervasieve ontwikkelingsstoornissen;127;48
5 - Mentale aandoeningen (290-319);300;Angst, dissociatieve en somatoforme stoornissen;3778;25
5 - Mentale aandoeningen (290-319);301;Persoonlijkheidsstoornissen;481;0
5 - Mentale aandoeningen (290-319);302;Seksuele en geslachtsidentiteitsstoornissen;218;27
5 - Mentale aandoeningen (290-319);303;Alcoholverslavingssyndroom;6837;257
5 - Mentale aandoeningen (290-319);304;Verslaving aan “drugs”;618;0
5 - Mentale aandoeningen (290-319);305;Misbruik van drugs of andere middelen zonder verslaving;3284;77
5 - Mentale aandoeningen (290-319);306;Fysiologische functiestoornissen veroorzaakt door mentale factoren;1511;170
5 - Mentale aandoeningen (290-319);307;Speciale symptomen of syndromen, die niet elders geclassificeerd zijn;3497;94
5 - Mentale aandoeningen (290-319);308;Acute reactie op stress;562;8
5 - Mentale aandoeningen (290-319);309;Aanpassingsreactie;2140;6
5 - Mentale aandoeningen (290-319);310;Gespecificeerde niet-psychotische psychische stoornissen ten gevolge van organische hersenschade;423;< 5
5 - Mentale aandoeningen (290-319);311;Depressieve stoornissen, niet elders geclassificeerd;1876;153
5 - Mentale aandoeningen (290-319);312;Gedragsstoornissen, niet elders geclassificeerd;644;26
