hfdst;icd_code;diagnose;klass_hosp;dag_hosp
2 - Nieuwvormingen (C00-D49);C58;maligne neoplasma van du placenta;5;< 5
2 - Nieuwvormingen (C00-D49);C60;maligne neoplasma van de penis;123;46
2 - Nieuwvormingen (C00-D49);C61;maligne neoplasma van de prostaat;6001;3751
2 - Nieuwvormingen (C00-D49);C62;maligne neoplasma van testis;351;197
2 - Nieuwvormingen (C00-D49);C63;maligne neoplasma van andere en niet gespecificeerde mannelijke geslachtsorganen;22;12
2 - Nieuwvormingen (C00-D49);C64;maligne neoplasma van de nier, behalve het nierbekken;2065;354
2 - Nieuwvormingen (C00-D49);C65;maligne neoplasma van het nierbekken;304;88
2 - Nieuwvormingen (C00-D49);C66;maligne neoplasma van de ureter;292;94
2 - Nieuwvormingen (C00-D49);C67;maligne neoplasma van de blaas;6037;3498
2 - Nieuwvormingen (C00-D49);C68;maligne neoplasme van andere en niet gespecificeerde urinaire organen;78;46
2 - Nieuwvormingen (C00-D49);C69;maligne neoplasme van het oog en de adnexen;159;119
2 - Nieuwvormingen (C00-D49);C70;maligne neoplasma van de meningen;90;5
2 - Nieuwvormingen (C00-D49);C71;maligne neoplasma van de hersenen;2065;226
2 - Nieuwvormingen (C00-D49);C72;maligne neoplasma van het ruggenmerg, de hersenzenuwen en andere delen van het centraal zenuwstelsel;53;39
2 - Nieuwvormingen (C00-D49);C73;maligne neoplasma van de schildklier;1315;19
2 - Nieuwvormingen (C00-D49);C74;maligne neoplasma van de bijnier;104;67
2 - Nieuwvormingen (C00-D49);C75;maligne neoplasma van andere endocriene klieren en gerelateerde structuren;35;7
2 - Nieuwvormingen (C00-D49);C76;maligne neoplasme van andere slecht omschreven lokalisaties;109;109
2 - Nieuwvormingen (C00-D49);C77;secundair en niet gespecificeerd maligne neoplasma van de lymfeklieren;1608;1295
2 - Nieuwvormingen (C00-D49);C78;secundair maligne neoplasma van ademhalings- en spijsverteringsorganen;5345;3018
2 - Nieuwvormingen (C00-D49);C79;secundair maligne neoplasma van andere en niet gespecificeerde lokalisaties;4665;1630
2 - Nieuwvormingen (C00-D49);C7A;maligne endocriene tumoren;1166;617
2 - Nieuwvormingen (C00-D49);C7B;secundaire neuro-endocriene tumoren;343;124
2 - Nieuwvormingen (C00-D49);C80;maligne neoplasma van niet gespecifieerde lokalisatie;293;139
2 - Nieuwvormingen (C00-D49);C81;Hodgkin-lymfoom;320;558
2 - Nieuwvormingen (C00-D49);C82;folliculair lymfoom;248;526
2 - Nieuwvormingen (C00-D49);C83;niet folliculair lymfoom;1537;1959
2 - Nieuwvormingen (C00-D49);C84;rijpe T/NK-cel lymfomen;138;280
2 - Nieuwvormingen (C00-D49);C85;andere gespecificeerde en niet gespecificeerde typen van non-Hodgkin-lymfoom;389;384
2 - Nieuwvormingen (C00-D49);C86;andere typen van T/NK-cel lymfomen;99;139
2 - Nieuwvormingen (C00-D49);C88;maligne immunoproliferatieve ziekten en bepaalde andere B-cel lymfomen;130;293
2 - Nieuwvormingen (C00-D49);C90;multipel myeloom en maligne plasmacelneoplasmas;1207;2183
2 - Nieuwvormingen (C00-D49);C91;lymfatische leukemie;566;1550
2 - Nieuwvormingen (C00-D49);C92;myeloblastenleukemie;1184;4261
2 - Nieuwvormingen (C00-D49);C93;monocytaire leukemie;118;837
2 - Nieuwvormingen (C00-D49);C94;andere leukemieën met gespecificeerd celtype;44;280
2 - Nieuwvormingen (C00-D49);C95;leukemie van een niet gespecificeerd celtype;38;60
2 - Nieuwvormingen (C00-D49);C96;andere en niet gespecificeerde maligne neoplasmata van lymfoïd, hematopoëtisch en verwant weefsel;63;113
2 - Nieuwvormingen (C00-D49);D00;carcinoma in situ van de mondholte, de oesofagus en de maag;111;110
2 - Nieuwvormingen (C00-D49);D01;carcinoma in situ van andere en niet gespecificeerde organen van het spijsverteringsstelsel;339;502
2 - Nieuwvormingen (C00-D49);D02;carcinoma in situ van het middenoor en het ademhalingsstelsel;68;95
2 - Nieuwvormingen (C00-D49);D03;melanoma in situ;57;172
2 - Nieuwvormingen (C00-D49);D04;carcinoma in situ van de huid;43;329
2 - Nieuwvormingen (C00-D49);D05;carcinoma in situ van de borst;798;313
2 - Nieuwvormingen (C00-D49);D06;carcinoma in situ van de cervix;466;3232
2 - Nieuwvormingen (C00-D49);D07;carcinoma in situ van andere en niet gespecificeerde genitale organen;154;239
2 - Nieuwvormingen (C00-D49);D09;carcinoma in situ van andere en niet gespecificeerde lokalisaties;2325;1803
